"","pid","yearbuilt"
"3894","12727","1940"
"3895","12728","1900"
"3896","12729","1905"
"3897","1273",""
"3898","12730","1929"
"3899","12731","1907"
"3900","12732","1900"
"3901","12733","1916"
"3902","12734","1912"
"3903","12735","1912"
"3904","12736","1920"
"3905","12737","1920"
"3906","12738","1920"
"3907","12739","1920"
"3908","1274","1970"
"3909","12740","1920"
"3910","12741","1920"
"3911","12742","1890"
"3912","12743","1900"
"3913","12744","1900"
"3914","12745","1900"
"3915","12746","1890"
"3916","12747","1890"
"3917","12748","1925"
"3918","12749",""
"3919","1275","1920"
"3920","12750",""
"3921","12751","1880"
"3922","12752","1912"
"3923","12753","1910"
"3924","12754","1911"
"3925","12755","1904"
"3926","12756","1900"
"3927","12757","1905"
"3928","12758","1880"
"3929","12759","1903"
"3930","1276","1920"
"3931","12760","1927"
"3932","12761",""
"3933","12762","1935"
"3934","12763","1953"
"3935","12764",""
"3936","12765","1957"
"3937","12766","1920"
"3938","12767","1900"
"3939","12768","1920"
"3940","12769","1940"
"3941","1277","1920"
"3942","12770","1940"
"3943","12771","1940"
"3944","12772","1940"
"3945","12773","1953"
"3946","12774","1930"
"3947","12775","1922"
"3948","12776","1928"
"3949","12777","1921"
"3950","12778","1941"
"3951","12779",""
"3952","1278","1920"
"3953","12780","1951"
"3954","12781","1922"
"3955","12782","1893"
"3956","12783","1895"
"3957","12784","1900"
"3958","12785",""
"3959","12786","1915"
"3960","12787","1896"
"3961","12788",""
"3962","12789","1915"
"3963","1279","1920"
"3964","12790","1915"
"3965","12791","1915"
"3966","12792","1915"
"3967","12793","1915"
"3968","12794","1915"
"3969","12795","1915"
"3970","12796","1915"
"3971","12797","1915"
"3972","12798","1915"
"3973","12799","1915"
"3974","128","1975"
"3975","1280","1930"
"3976","12800","1915"
"3977","12801","1915"
"3978","12802","1915"
"3979","12803","1915"
"3980","12804","1915"
"3981","12805","1915"
"3982","12806","1915"
"3983","12807","1915"
"3984","12808","1915"
"3985","12809","1915"
"3986","1281","1924"
"3987","12810","1915"
"3988","12811","1915"
"3989","12812","1915"
"3990","12813","1915"
"3991","12814","1915"
"3992","12815","1847"
"3993","12816","2013"
"3994","12818","1900"
"3995","12819","1930"
"3996","1282","1949"
"3997","12820","1924"
"3998","12821","1930"
"3999","12822","1927"
"4000","12823","1918"
"4001","12824","1935"
"4002","12825","1962"
"4003","12826","1926"
"4004","12827","1930"
"4005","12828","1908"
"4006","12829","1900"
"4007","1283","1900"
"4008","12830","1890"
"4009","12831","1890"
"4010","12832","1890"
"4011","12833","1940"
"4012","12834","1890"
"4013","12835","1890"
"4014","12836","1912"
"4015","12837","1925"
"4016","12838","1900"
"4017","12839","1921"
"4018","1284","1980"
"4019","12840","1925"
"4020","12841","1900"
"4021","12842","1920"
"4022","12843","1910"
"4023","12844","1880"
"4024","12845","1850"
"4025","12846","1890"
"4026","12847","1890"
"4027","12848","1900"
"4028","12849",""
"4029","1285","1920"
"4030","12850","1900"
"4031","12851","1857"
"4032","12852","1880"
"4033","12853","1921"
"4034","12854",""
"4035","12855","1987"
"4036","12856","1987"
"4037","12857","1987"
"4038","12858","1987"
"4039","12859","1987"
"4040","1286","1930"
"4041","12860","1987"
"4042","12861","1987"
"4043","12862","1987"
"4044","12863","1987"
"4045","12864","1987"
"4046","12865","1987"
"4047","12866","1987"
"4048","12867","1986"
"4049","12868","1986"
"4050","12869","1986"
"4051","1287","1986"
"4052","12870","1986"
"4053","12871","1987"
"4054","12872","1987"
"4055","12873","1987"
"4056","12874","1987"
"4057","12875","1987"
"4058","12876","1987"
"4059","12877","1987"
"4060","12878","1987"
"4061","12879","1987"
"4062","1288","1963"
"4063","12880","1987"
"4064","12881","1987"
"4065","12882","1987"
"4066","12883","1987"
"4067","12884","1987"
"4068","12885","1987"
"4069","12886","1987"
"4070","12887","1987"
"4071","12888","1987"
"4072","12889","1987"
"4073","1289","1964"
"4074","12890","1987"
"4075","12891",""
"4076","12892",""
"4077","12893",""
"4078","12894","1985"
"4079","12895","1985"
"4080","12896","1985"
"4081","12897","1985"
"4082","12899","1985"
"4083","129","1978"
"4084","1290",""
"4085","12901","1985"
"4086","12902","1985"
"4087","12904","1985"
"4088","12905","1985"
"4089","12906","1985"
"4090","12907","1985"
"4091","12908","1985"
"4092","12909","1900"
"4093","1291","2005"
"4094","12910","1865"
"4095","12911","1865"
"4096","12912","1863"
"4097","12913","1840"
"4098","12914","1840"
"4099","12915",""
"4100","12916","1910"
"4101","12917",""
"4102","12918","1930"
"4103","12919","1930"
"4104","12920","1900"
"4105","12921","1900"
"4106","12922","1900"
"4107","12923","1920"
"4108","12924","1925"
"4109","12925",""
"4110","12926","1929"
"4111","12927","1900"
"4112","12928","1900"
"4113","12929","1920"
"4114","12930","1850"
"4115","12931","1900"
"4116","12932","1900"
"4117","12933",""
"4118","12934","1900"
"4119","12935","1900"
"4120","12936","1900"
"4121","12937","1900"
"4122","12938","1900"
"4123","12939","1900"
"4124","1294","1963"
"4125","12940","1988"
"4126","12941","1968"
"4127","12943","1972"
"4128","12944",""
"4129","12945","1989"
"4130","12946","1989"
"4131","12947","1989"
"4132","12948","1989"
"4133","12949","1989"
"4134","1295","1963"
"4135","12950","1989"
"4136","12951","1989"
"4137","12953","1975"
"4138","12954",""
"4139","12958","1880"
"4140","12959","1900"
"4141","1296","1988"
"4142","12960","1900"
"4143","12961",""
"4144","12962",""
"4145","12963","1986"
"4146","12964",""
"4147","12965","1986"
"4148","12966","1900"
"4149","12967","1900"
"4150","12968","1870"
"4151","12969","1963"
"4152","1297","1987"
"4153","12970","1900"
"4154","12971","1890"
"4155","12972","1890"
"4156","12973","1900"
"4157","12974","1902"
"4158","12975","1870"
"4159","12976","1885"
"4160","12977",""
"4161","12978",""
"4162","12979",""
"4163","1298","1992"
"4164","12980","1850"
"4165","12981","1924"
"4166","12982","1905"
"4167","12983","1838"
"4168","12984","1870"
"4169","12985","1860"
"4170","12986","1854"
"4171","12987","1840"
"4172","12988","1870"
"4173","12989","1900"
"4174","1299","1961"
"4175","12990","1890"
"4176","12991","1845"
"4177","12992","1900"
"4178","12993","1900"
"4179","12995","1900"
"4180","12996","1900"
"4181","12997","1900"
"4182","12998","1882"
"4183","12999","1948"
"4184","13",""
"4185","130","1978"
"4186","1300","1930"
"4187","13000","1882"
"4188","13001","1900"
"4189","13002","1900"
"4190","13003","1900"
"4191","13004","1900"
"4192","13006","1987"
"4193","13007","1987"
"4194","13008","1987"
"4195","13009","1987"
"4196","1301","1940"
"4197","13010","1987"
"4198","13011","1987"
"4199","13012","1987"
"4200","13013","1987"
"4201","13014","1987"
"4202","13015","1987"
"4203","13016","1987"
"4204","13017","1987"
"4205","13018","1987"
"4206","13019","1987"
"4207","1302","1948"
"4208","13020","1987"
"4209","13021","1987"
"4210","13022","1987"
"4211","13023","1987"
"4212","13024","1988"
"4213","13025","1987"
"4214","13026","1987"
"4215","13027","1987"
"4216","13028","1987"
"4217","13029","1987"
"4218","1303","1925"
"4219","13030","1987"
"4220","13031","1987"
"4221","13032","1987"
"4222","13033","1987"
"4223","13034","1987"
"4224","13035","1987"
"4225","13036","1987"
"4226","13037","1987"
"4227","13038","1987"
"4228","13039","1987"
"4229","1304","1953"
"4230","13040","1987"
"4231","13041","1987"
"4232","13042","1987"
"4233","13043","1987"
"4234","13044","1987"
"4235","13045","1987"
"4236","13046","1987"
"4237","13047","1987"
"4238","13048","1987"
"4239","13049","1987"
"4240","1305","2007"
"4241","13050","1987"
"4242","13051","1987"
"4243","13052","1987"
"4244","13053","1987"
"4245","13054","1987"
"4246","13055","1987"
"4247","13056","1987"
"4248","13057","1987"
"4249","13058","1987"
"4250","13059","1987"
"4251","1306","1982"
"4252","13060","1987"
"4253","13061","1987"
"4254","13062","1987"
"4255","13063","1987"
"4256","13064","1987"
"4257","13065","1987"
"4258","13066","1987"
"4259","13067","1987"
"4260","13068","1987"
"4261","13069","1987"
"4262","1307","1950"
"4263","13070","1987"
"4264","13071","1987"
"4265","13072",""
"4266","13073","1900"
"4267","13074","1900"
"4268","13075","1900"
"4269","13076",""
"4270","13077",""
"4271","13078","1900"
"4272","13079","1880"
"4273","1308","1956"
"4274","13081","1900"
"4275","13082","1811"
"4276","13083","1900"
"4277","13084","1900"
"4278","13085",""
"4279","13086",""
"4280","13087","1900"
"4281","13088","1840"
"4282","13089","1924"
"4283","1309","1952"
"4284","13090",""
"4285","13091","1900"
"4286","13092","1900"
"4287","13093","1865"
"4288","13094","1865"
"4289","13095","1900"
"4290","13097","1860"
"4291","13098","1880"
"4292","13099","1860"
"4293","131",""
"4294","1310","1966"
"4295","13100","1857"
"4296","13101","1840"
"4297","13102","1900"
"4298","13103","1880"
"4299","13104","1840"
"4300","13105",""
"4301","13106",""
"4302","13107",""
"4303","13108","1900"
"4304","13109","1900"
"4305","1311","1962"
"4306","13110","1900"
"4307","13111","1900"
"4308","13112",""
"4309","13113","1900"
"4310","13114","1900"
"4311","13115",""
"4312","13116",""
"4313","13117","1983"
"4314","13118",""
"4315","13119",""
"4316","1312","1961"
"4317","13120","1867"
"4318","13121","1900"
"4319","13122","1850"
"4320","13123",""
"4321","13124","1900"
"4322","13125","1875"
"4323","13126","1875"
"4324","13127","1875"
"4325","13128","1875"
"4326","13129","1875"
"4327","1313","1962"
"4328","13130","1875"
"4329","13131","1875"
"4330","13132","1875"
"4331","13133","1875"
"4332","13134","1875"
"4333","13135","1900"
"4334","13136","1900"
"4335","13137","1900"
"4336","13138",""
"4337","13139","1800"
"4338","1314","1959"
"4339","13140",""
"4340","13141",""
"4341","13142","1850"
"4342","13143",""
"4343","13144","1900"
"4344","13145","1900"
"4345","13146","1900"
"4346","13147",""
"4347","13148","1878"
"4348","13149","1878"
"4349","13150","1945"
"4350","13151","1833"
"4351","13152","1804"
"4352","13153","1951"
"4353","13154","1945"
"4354","13155","1945"
"4355","13156",""
"4356","13157",""
"4357","13158","1999"
"4358","13159",""
"4359","13160",""
"4360","13161","1968"
"4361","13162","1962"
"4362","13163","1900"
"4363","13164",""
"4364","13165",""
"4365","13166",""
"4366","13167","1900"
"4367","13168","1900"
"4368","13169","1950"
"4369","13170",""
"4370","13171","1966"
"4371","13172","1902"
"4372","13173","1962"
"4373","13174","1968"
"4374","13175","1960"
"4375","13176","1962"
"4376","13177","1963"
"4377","13178","1961"
"4378","13179","1950"
"4379","1318","1973"
"4380","13180",""
"4381","13181","1969"
"4382","13182",""
"4383","13183",""
"4384","13184",""
"4385","13185",""
"4386","13186",""
"4387","13187",""
"4388","13188",""
"4389","13189",""
"4390","1319","1973"
"4391","13190","1860"
"4392","13193","1929"
"4393","13194",""
"4394","13197",""
"4395","13198",""
"4396","13199","1953"
"4397","132","1978"
"4398","1320","1944"
"4399","13200",""
"4400","13201",""
"4401","13202","1975"
"4402","13203","1975"
"4403","13204","1971"
"4404","13205","1970"
"4405","13206","1972"
"4406","13207","2016"
"4407","13208",""
"4408","13209",""
"4409","1321","1944"
"4410","13210",""
"4411","13211","1964"
"4412","13212","1971"
"4413","13213",""
"4414","13214",""
"4415","13215","1964"
"4416","13216",""
"4417","13217","1977"
"4418","13218","1971"
"4419","13219","2001"
"4420","1322","1966"
"4421","13220","1920"
"4422","13221","1910"
"4423","13222","1900"
"4424","13223","1910"
"4425","13224","1900"
"4426","13225","1870"
"4427","13226","1925"
"4428","13227","1920"
"4429","13228","1920"
"4430","13229",""
"4431","1323","1930"
"4432","13230","1915"
"4433","13231","1862"
"4434","13232","1900"
"4435","13233","1900"
"4436","13234",""
"4437","13235","1900"
"4438","13236",""
"4439","13237","1890"
"4440","13238","1920"
"4441","13239","1914"
"4442","1324","1958"
"4443","13240","1947"
"4444","13241","1920"
"4445","13242","1845"
"4446","13243","1915"
"4447","13244",""
"4448","13245","1920"
"4449","13246","1890"
"4450","13247","1850"
"4451","13248","1870"
"4452","1325","1960"
"4453","13250","1983"
"4454","13251","1983"
"4455","13252","1983"
"4456","13253","1983"
"4457","13254","1983"
"4458","13255","1983"
"4459","13256","1983"
"4460","13257","1983"
"4461","13258","1983"
"4462","13259","1983"
"4463","1326","1910"
"4464","13260","1983"
"4465","13261","1984"
"4466","13262","1983"
"4467","13263","1988"
"4468","13264","1988"
"4469","13265","1988"
"4470","13266","1988"
"4471","13267","1988"
"4472","13268","1988"
"4473","13269","1988"
"4474","1327","1920"
"4475","13270","1988"
"4476","13271","1988"
"4477","13272","1988"
"4478","13273","1988"
"4479","13274","1988"
"4480","13275","1988"
"4481","13276","1988"
"4482","13277","1988"
"4483","13278","1988"
"4484","13279","1988"
"4485","1328","1910"
"4486","13280","1988"
"4487","13281","1988"
"4488","13282","1988"
"4489","13283","1988"
"4490","13284","1993"
"4491","13285","1988"
"4492","13286","1988"
"4493","13287","1988"
"4494","13288","1988"
"4495","13289","1988"
"4496","1329","1900"
"4497","13290","1988"
"4498","13291","1992"
"4499","13292","1988"
"4500","13293","1988"
"4501","13294","1988"
"4502","13295","1988"
"4503","13296","1988"
"4504","13297","1988"
"4505","13298","1988"
"4506","13299","1988"
"4507","133","1974"
"4508","1330","1965"
"4509","13300","1988"
"4510","13301","1988"
"4511","13302","1988"
"4512","13303","1988"
"4513","13304","1988"
"4514","13305","1988"
"4515","13306","1988"
"4516","13307","1988"
"4517","13308","1988"
"4518","13309","1988"
"4519","1331","1960"
"4520","13310","1988"
"4521","13311","1988"
"4522","13312","1988"
"4523","13313","1988"
"4524","13314","1988"
"4525","13315","1988"
"4526","13316","1988"
"4527","13317","1988"
"4528","13318","1988"
"4529","13319","1988"
"4530","1332","1960"
"4531","13320","1988"
"4532","13321","1988"
"4533","13322","1988"
"4534","13323","1988"
"4535","13324","1988"
"4536","13325","1940"
"4537","13326","1924"
"4538","13327",""
"4539","13328","1920"
"4540","13329","1918"
"4541","1333","1962"
"4542","13330","1880"
"4543","13331","1850"
"4544","13332","1913"
"4545","13333","1920"
"4546","13334","1925"
"4547","13335","1910"
"4548","13336","1860"
"4549","13337","1900"
"4550","13338","1890"
"4551","13339","1875"
"4552","1334","1960"
"4553","13340","1900"
"4554","13341","1858"
"4555","13344","1900"
"4556","13345",""
"4557","13346",""
"4558","13347","1974"
"4559","13348","1946"
"4560","1335",""
"4561","13354","2003"
"4562","13355","1988"
"4563","13357","1988"
"4564","13358","1988"
"4565","13359","1988"
"4566","1336","1960"
"4567","13360","1988"
"4568","13361","1900"
"4569","13362","1920"
"4570","13363","1915"
"4571","13364","1925"
"4572","13365","1910"
"4573","13366","1900"
"4574","13367","1910"
"4575","13368","1915"
"4576","13369","1900"
"4577","1337","1960"
"4578","13370","1900"
"4579","13371","1880"
"4580","13372","1915"
"4581","13373","1915"
"4582","13374","1915"
"4583","13375","1920"
"4584","13376","1925"
"4585","13377","1915"
"4586","13378","1913"
"4587","13379","1920"
"4588","1338","1960"
"4589","13380","1920"
"4590","13381","1888"
"4591","13382","1915"
"4592","13383","1890"
"4593","13384","1898"
"4594","13385","1924"
"4595","13386","1890"
"4596","13387","1920"
"4597","13388","1920"
"4598","13389","1900"
"4599","1339","1960"
"4600","13390","1920"
"4601","13391","1920"
"4602","13392","1920"
"4603","13393","1910"
"4604","13394","1920"
"4605","13395","1925"
"4606","13396","1920"
"4607","13397","1924"
"4608","13398","1930"
"4609","13399","1935"
"4610","134",""
"4611","1340",""
"4612","13400","1967"
"4613","13401","1920"
"4614","13402","1920"
"4615","13403","1920"
"4616","13404","1920"
"4617","13405","1920"
"4618","13406","1968"
"4619","13407","1920"
"4620","13408","1910"
"4621","1341","1960"
"4622","13410","1909"
"4623","13411","1920"
"4624","13412","1920"
"4625","13413","1900"
"4626","13414","1920"
"4627","13415",""
"4628","13416",""
"4629","13417",""
"4630","13418","1930"
"4631","13419","1920"
"4632","1342","1930"
"4633","13420","1920"
"4634","13421","1920"
"4635","13422","1920"
"4636","13423","1860"
"4637","13424",""
"4638","13425","1920"
"4639","13426","1920"
"4640","13427","1920"
"4641","13428","1910"
"4642","13429","1910"
"4643","1343","1897"
"4644","13430","1900"
"4645","13431",""
"4646","13432","1920"
"4647","13433","1935"
"4648","13434",""
"4649","13435",""
"4650","13436",""
"4651","13437","1989"
"4652","13438","1970"
"4653","13439","1920"
"4654","1344","1878"
"4655","13440","1910"
"4656","13441","1920"
"4657","13442","1834"
"4658","13443","1900"
"4659","13444","1920"
"4660","13445","1971"
"4661","13446",""
"4662","13447","1900"
"4663","13448",""
"4664","13449","1964"
"4665","1345","1957"
"4666","13450","1935"
"4667","13451","2003"
"4668","13452","2003"
"4669","13453","2003"
"4670","13454",""
"4671","13455","1920"
"4672","13456",""
"4673","13457","1971"
"4674","13458","1971"
"4675","13459","1920"
"4676","1346","1961"
"4677","13460",""
"4678","13461","1988"
"4679","13462",""
"4680","13463",""
"4681","13464",""
"4682","13466",""
"4683","13467",""
"4684","13468",""
"4685","13469","1968"
"4686","13470",""
"4687","13471",""
"4688","13472",""
"4689","13473","1900"
"4690","13474","1920"
"4691","13475","1920"
"4692","13476","1900"
"4693","13477","1900"
"4694","13478","1920"
"4695","13479","1920"
"4696","13480","1928"
"4697","13481","1900"
"4698","13482","1979"
"4699","13483",""
"4700","13484","1962"
"4701","13485",""
"4702","13486","1900"
"4703","13487",""
"4704","13488","1900"
"4705","13489","1860"
"4706","1349","1920"
"4707","13490","1900"
"4708","13491",""
"4709","13492","1910"
"4710","13493","1949"
"4711","13494","1900"
"4712","13495","1900"
"4713","13496","1964"
"4714","13497","1963"
"4715","13498","1963"
"4716","13499","1963"
"4717","135",""
"4718","1350","1958"
"4719","13500","1963"
"4720","13501",""
"4721","13502",""
"4722","13503",""
"4723","13504","1900"
"4724","13505","1910"
"4725","13506","1900"
"4726","13507","1900"
"4727","13508","1910"
"4728","13509","1910"
"4729","1351","1958"
"4730","13510","1910"
"4731","13511","1900"
"4732","13512",""
"4733","13513","1960"
"4734","13514",""
"4735","13515","1910"
"4736","13516","1910"
"4737","13517","1910"
"4738","13518","1920"
"4739","13519","1910"
"4740","1352","1953"
"4741","13520","1910"
"4742","13521",""
"4743","13522",""
"4744","13523","1900"
"4745","13524","1900"
"4746","13525","1910"
"4747","13526","1969"
"4748","13527",""
"4749","13528","1900"
"4750","13529","1972"
"4751","1353","1960"
"4752","13530","1919"
"4753","13531","1969"
"4754","13532","1969"
"4755","13533","1970"
"4756","13534","1946"
"4757","13535","1946"
"4758","13536","1946"
"4759","13537","1946"
"4760","13538","1946"
"4761","13539","1946"
"4762","1354","1958"
"4763","13540","1946"
"4764","13541","1946"
"4765","13542","1946"
"4766","13543","1946"
"4767","13544","1974"
"4768","13545","1955"
"4769","13546","1969"
"4770","13547","1967"
"4771","13548","1969"
"4772","13549","1969"
"4773","1355","1920"
"4774","13550",""
"4775","13551","1998"
"4776","13552",""
"4777","13553","1981"
"4778","13554","1963"
"4779","13555","1969"
"4780","13557",""
"4781","13558",""
"4782","13559",""
"4783","1356","1979"
"4784","13560","1961"
"4785","13561","1994"
"4786","13562","1900"
"4787","13563",""
"4788","13564","1900"
"4789","13566",""
"4790","13567","1903"
"4791","13568",""
"4792","13569",""
"4793","1357","1900"
"4794","13570","1994"
"4795","13571",""
"4796","13572",""
"4797","13573",""
"4798","13574",""
"4799","13575",""
"4800","13576",""
"4801","13577",""
"4802","13578",""
"4803","13579","1910"
"4804","1358","1935"
"4805","13580","1910"
"4806","13581","1910"
"4807","13582","1910"
"4808","13583","1910"
"4809","13584","1910"
"4810","13585","1910"
"4811","13586","1910"
"4812","13587","1910"
"4813","13588","1910"
"4814","1359","1964"
"4815","13590","1910"
"4816","13591","1910"
"4817","13592","1910"
"4818","13593","1910"
"4819","13594","1910"
"4820","13595","1910"
"4821","13596","1910"
"4822","13597","1910"
"4823","13598","1910"
"4824","13599","1910"
"4825","136","1985"
"4826","1360","1962"
"4827","13600","1910"
"4828","13601","1910"
"4829","13602",""
"4830","13605","1875"
"4831","13606",""
"4832","13607",""
"4833","13608","1920"
"4834","13609","1900"
"4835","1361","2004"
"4836","13610",""
"4837","13611","1935"
"4838","13612",""
"4839","13613",""
"4840","13614",""
"4841","13615",""
"4842","13618","2014"
"4843","13619","1927"
"4844","1362","1969"
"4845","13621",""
"4846","13622",""
"4847","13625",""
"4848","13626",""
"4849","13627",""
"4850","13628","1900"
"4851","13629","1926"
"4852","1363","1967"
"4853","13630","1900"
"4854","13631","1900"
"4855","13632","1900"
"4856","13633","1900"
"4857","13634","1993"
"4858","13635","1900"
"4859","13636","1900"
"4860","13637","1900"
"4861","13638","1900"
"4862","13639","1900"
"4863","1364","1964"
"4864","13640","1900"
"4865","13641","1900"
"4866","13642","1900"
"4867","13643","1900"
"4868","13644","1900"
"4869","13645","1900"
"4870","13646",""
"4871","13647",""
"4872","13648","1900"
"4873","13649","1900"
"4874","1365","1965"
"4875","13650","1896"
"4876","13651","1900"
"4877","13652",""
"4878","13653","1994"
"4879","13654","1900"
"4880","13655","1900"
"4881","13656","1905"
"4882","13657",""
"4883","13658",""
"4884","13659","1900"
"4885","1366","1961"
"4886","13660","1832"
"4887","13661","1900"
"4888","13662","1919"
"4889","13663",""
"4890","13664","1978"
"4891","13665",""
"4892","13666","1900"
"4893","13667","1900"
"4894","13668","1915"
"4895","13669","1900"
"4896","1367","1954"
"4897","13670","1900"
"4898","13671","1900"
"4899","13672","1900"
"4900","13673","1900"
"4901","13674","1900"
"4902","13676","1900"
"4903","13677","1900"
"4904","13679","1855"
"4905","1368","1941"
"4906","13680",""
"4907","13681","1900"
"4908","13682","1900"
"4909","13684",""
"4910","13685",""
"4911","13686","1973"
"4912","13687",""
"4913","13688",""
"4914","13689","1900"
"4915","1369","1979"
"4916","13690","1972"
"4917","13691","1900"
"4918","13692",""
"4919","13693","1959"
"4920","13694","1977"
"4921","13695","1977"
"4922","13696","1900"
"4923","13697","1977"
"4924","13698","1983"
"4925","13699","1962"
"4926","137","1985"
"4927","1370","1947"
"4928","13701","2012"
"4929","13705","2009"
"4930","13708","1928"
"4931","13709","1928"
"4932","1371","1930"
"4933","13710","1928"
"4934","13711","1928"
"4935","13712","1928"
"4936","13713","1928"
"4937","13714","1928"
"4938","13715","1928"
"4939","13716","1928"
"4940","13717","1928"
"4941","13718","1928"
"4942","13719","1911"
"4943","1372","1890"
"4944","13720",""
"4945","13721","1900"
"4946","13722","1906"
"4947","13723","1906"
"4948","13724","1914"
"4949","13725","1914"
"4950","13726","1914"
"4951","13727","1914"
"4952","13728","1914"
"4953","13729","1914"
"4954","1373","1960"
"4955","13730","1914"
"4956","13731","1914"
"4957","13732","1914"
"4958","13733","1914"
"4959","13734","1914"
"4960","13735","1914"
"4961","13736","1914"
"4962","13737","1914"
"4963","13738","1914"
"4964","13739","1914"
"4965","1374","1998"
"4966","13740","1914"
"4967","13741","1914"
"4968","13742","1914"
"4969","13743","1914"
"4970","13744","1914"
"4971","13745","1914"
"4972","13746","1914"
"4973","13747","1914"
"4974","13748","1914"
"4975","13749","1914"
"4976","1375","1930"
"4977","13750","1914"
"4978","13751","1914"
"4979","13752","1914"
"4980","13753","1914"
"4981","13754","1914"
"4982","13755","1914"
"4983","13756","1914"
"4984","13757","1914"
"4985","13758","1914"
"4986","13759","1917"
"4987","1376","2010"
"4988","13760","1914"
"4989","13761","1914"
"4990","13762","1914"
"4991","13763","1914"
"4992","13764","1914"
"4993","13765","1914"
"4994","13766","1914"
"4995","13767","1938"
"4996","13768","1990"
"4997","13769",""
"4998","13771","2012"
"4999","13772","1974"
"5000","13774",""
"5001","13775","1912"
"5002","13776","1914"
"5003","13778","1946"
"5004","13779","1900"
"5005","1378","1950"
"5006","13780","1966"
"5007","13781",""
"5008","13782",""
"5009","13783","1911"
"5010","13784","1900"
"5011","13785","1900"
"5012","13786","1900"
"5013","13787",""
"5014","13788","1901"
"5015","13789","1974"
"5016","13790","1900"
"5017","13791","1966"
"5018","13792","1964"
"5019","13793","1966"
"5020","13795","1965"
"5021","13797","1966"
"5022","13798",""
"5023","13799","1814"
"5024","138","1985"
"5025","1380","1920"
"5026","13800","1814"
"5027","13801","1814"
"5028","13802",""
"5029","13804","1974"
"5030","13805","1972"
"5031","13806","1948"
"5032","13807","1929"
"5033","13808","1987"
"5034","13809","1861"
"5035","1381","1930"
"5036","13810","1990"
"5037","13811","1980"
"5038","13812","1989"
"5039","13813","1897"
"5040","13814","1900"
"5041","13815","1900"
"5042","13816","1900"
"5043","13817","1900"
"5044","13818","1900"
"5045","13819","1900"
"5046","1382","1900"
"5047","13820","1994"
"5048","13821",""
"5049","13822",""
"5050","13823",""
"5051","13824","1806"
"5052","13825","1805"
"5053","13826",""
"5054","13827","1843"
"5055","13828","1993"
"5056","13829","1831"
"5057","1383","1910"
"5058","13830","1767"
"5059","13831","1800"
"5060","13832","1900"
"5061","13833","1900"
"5062","13834","1843"
"5063","13836","1911"
"5064","13837","1900"
"5065","13838","1961"
"5066","13839",""
"5067","1384","1890"
"5068","13840","1955"
"5069","13841","1972"
"5070","13842",""
"5071","13843",""
"5072","13844","1913"
"5073","13845","1912"
"5074","13846","1850"
"5075","13847","1938"
"5076","13848",""
"5077","13849","1850"
"5078","1385","1975"
"5079","13850","1903"
"5080","13851","1903"
"5081","13852",""
"5082","13853",""
"5083","13854","1900"
"5084","13855",""
"5085","13856","1926"
"5086","13857","1900"
"5087","13858","1928"
"5088","13859","1929"
"5089","1386","1930"
"5090","13860","1900"
"5091","13861","1931"
"5092","13862","1940"
"5093","13863","1903"
"5094","13864","1913"
"5095","13865","1900"
"5096","13866","1935"
"5097","13867","1900"
"5098","13869","1961"
"5099","1387","1925"
"5100","13870",""
"5101","13871","1923"
"5102","13872","1955"
"5103","13873","1974"
"5104","13874","1990"
"5105","13875","1990"
"5106","13876","1990"
"5107","13877","1900"
"5108","13878","1968"
"5109","13879","1849"
"5110","1388",""
"5111","13880",""
"5112","13881","1908"
"5113","13882","1912"
"5114","13883","1904"
"5115","13884",""
"5116","13885","1905"
"5117","13886","1870"
"5118","13887","1911"
"5119","13888","1894"
"5120","13889",""
"5121","1389","1930"
"5122","13890","1971"
"5123","13891",""
"5124","13892",""
"5125","13893","1910"
"5126","13895","1900"
"5127","13896","1900"
"5128","13897","1958"
"5129","13899","1884"
"5130","139","1985"
"5131","1390","1923"
"5132","13900","1950"
"5133","13901","1839"
"5134","13902","1892"
"5135","13903","1994"
"5136","13904","1884"
"5137","13905","1884"
"5138","13906","1900"
"5139","13907","1900"
"5140","13908","1866"
"5141","13909","1900"
"5142","1391","1938"
"5143","13910","1900"
"5144","13911","1871"
"5145","13912",""
"5146","13913","1900"
"5147","13914","1859"
"5148","13915","2007"
"5149","13916",""
"5150","13917","1930"
"5151","13918","1900"
"5152","13919","1880"
"5153","1392","2013"
"5154","13920","1890"
"5155","13921",""
"5156","13922","1914"
"5157","13923",""
"5158","13924","1965"
"5159","13925","1923"
"5160","13926","2004"
"5161","13927","1900"
"5162","13928",""
"5163","13929","1890"
"5164","1393","1920"
"5165","13930","1900"
"5166","13931","1973"
"5167","13932","1955"
"5168","13933","1924"
"5169","13934",""
"5170","13935",""
"5171","13936","1910"
"5172","13937","1903"
"5173","13938","1900"
"5174","13939","1925"
"5175","1394",""
"5176","13940","1915"
"5177","13941","1900"
"5178","13942","1910"
"5179","13943","1916"
"5180","13944","1900"
"5181","13945","1910"
"5182","13946","1930"
"5183","13947","1905"
"5184","13948","1900"
"5185","13949","1915"
"5186","1395","1920"
"5187","13950","1905"
"5188","13951","1915"
"5189","13953","1915"
"5190","13955","1914"
"5191","13956","1915"
"5192","13957","1915"
"5193","13958","1915"
"5194","13959","1915"
"5195","1396","1993"
"5196","13960","1900"
"5197","13961","1987"
"5198","13962","1987"
"5199","13963","1987"
"5200","13964","1987"
"5201","13965","1987"
