"","pid","yearbuilt"
"12861","21191","1930"
"12862","21192",""
"12863","21193","1949"
"12864","21194","1940"
"12865","21195","1950"
"12866","21196","1940"
"12867","21197","1941"
"12868","21198","1946"
"12869","21199","1950"
"12870","212","1985"
"12871","2120","1928"
"12872","21200","1949"
"12873","21201","1947"
"12874","21202","1940"
"12875","21203","1936"
"12876","21204","1945"
"12877","21205","1920"
"12878","21206","1936"
"12879","21207","1930"
"12880","21208","1940"
"12881","21209","1940"
"12882","2121","1928"
"12883","21210","1920"
"12884","21211","1935"
"12885","21212","1925"
"12886","21213","1940"
"12887","21214","1935"
"12888","21215","1940"
"12889","21216","1940"
"12890","21217","1940"
"12891","21218","1940"
"12892","21219","1940"
"12893","2122",""
"12894","21220","1940"
"12895","21221","1940"
"12896","21222","1942"
"12897","21223","1938"
"12898","21224","1937"
"12899","21225","1940"
"12900","21226","1940"
"12901","21227","1940"
"12902","21228",""
"12903","21229","1947"
"12904","2123","1905"
"12905","21230","1954"
"12906","21231","1945"
"12907","21232","1939"
"12908","21233","1936"
"12909","21234","1930"
"12910","21235","1948"
"12911","21236","1940"
"12912","21237","1930"
"12913","21238","1932"
"12914","21239","1935"
"12915","2124","1920"
"12916","21240","1930"
"12917","21241","1930"
"12918","21242","1930"
"12919","21243","1937"
"12920","21244","1937"
"12921","21245","1920"
"12922","21246","1927"
"12923","21247","1930"
"12924","21248","1920"
"12925","21249","1940"
"12926","2125","1900"
"12927","21250","1937"
"12928","21251","1935"
"12929","21252","1932"
"12930","21253","1927"
"12931","21254","1937"
"12932","21255","1936"
"12933","21256","1937"
"12934","21257","1925"
"12935","21258","1930"
"12936","21259","1930"
"12937","2126","1900"
"12938","21260","1936"
"12939","21261","1931"
"12940","21262","1935"
"12941","21263","1932"
"12942","21264","1940"
"12943","21265","1932"
"12944","21266","1940"
"12945","21267","1925"
"12946","21268","1935"
"12947","21269","1938"
"12948","2127","1900"
"12949","21270","1933"
"12950","21271","1926"
"12951","21272","1935"
"12952","21273","1930"
"12953","21274","1938"
"12954","21275","1930"
"12955","21276","1929"
"12956","21277","1937"
"12957","21278","1925"
"12958","21279","1935"
"12959","2128","1900"
"12960","21280","1930"
"12961","21281","1932"
"12962","21282",""
"12963","21283","1920"
"12964","21284","1920"
"12965","21285","1936"
"12966","21286","1928"
"12967","21287","1929"
"12968","21288","1924"
"12969","21289","1930"
"12970","2129","1920"
"12971","21290","1925"
"12972","21291","1926"
"12973","21292","1930"
"12974","21293","1925"
"12975","21294","1928"
"12976","21295","1920"
"12977","21296","1930"
"12978","21297","1930"
"12979","21298","1925"
"12980","21299","1928"
"12981","213","1985"
"12982","2130","1911"
"12983","21300","1925"
"12984","21301","1925"
"12985","21302","1920"
"12986","21303","1925"
"12987","21304","1930"
"12988","21305","1924"
"12989","21306","1930"
"12990","21307","1930"
"12991","21308","1928"
"12992","21309","1927"
"12993","2131","1956"
"12994","21310","1923"
"12995","21311","1929"
"12996","21312","1929"
"12997","21313","1938"
"12998","21314","1922"
"12999","21315","1936"
"13000","21316","1928"
"13001","21317","1938"
"13002","21318","1930"
"13003","21319","1936"
"13004","2132","1930"
"13005","21320","1929"
"13006","21321","1930"
"13007","21322","1932"
"13008","21323","1930"
"13009","21324","1927"
"13010","21325","1928"
"13011","21326","1938"
"13012","21327","1940"
"13013","21328","1939"
"13014","21329","1925"
"13015","2133","1931"
"13016","21330","1930"
"13017","21331","1927"
"13018","21332","1935"
"13019","21333","1936"
"13020","21334","1935"
"13021","21335","1942"
"13022","21336","1940"
"13023","21337","1937"
"13024","21338","1937"
"13025","21339","1937"
"13026","2134","1800"
"13027","21340","1950"
"13028","21341","1955"
"13029","21342","1926"
"13030","21343","1910"
"13031","21344","1910"
"13032","21345","1927"
"13033","21346","1923"
"13034","21347","1925"
"13035","21348","1925"
"13036","21349","1925"
"13037","2135",""
"13038","21350","1930"
"13039","21351","1920"
"13040","21352","1920"
"13041","21353","1920"
"13042","21354","1960"
"13043","21355","1925"
"13044","21356","1920"
"13045","21357","1920"
"13046","21358","1920"
"13047","21359","1925"
"13048","2136","1977"
"13049","21360","1925"
"13050","21361","1922"
"13051","21362","1925"
"13052","21363","1925"
"13053","21364","1925"
"13054","21365","1925"
"13055","21366","1925"
"13056","21367","1920"
"13057","21368","1920"
"13058","21369","1920"
"13059","2137",""
"13060","21370","1925"
"13061","21371","1925"
"13062","21372","1925"
"13063","21373","1925"
"13064","21374","1925"
"13065","21375","1925"
"13066","21376","1925"
"13067","21377","1925"
"13068","21378","1925"
"13069","21379","1921"
"13070","2138","1970"
"13071","21380","1927"
"13072","21381","1932"
"13073","21382","1960"
"13074","21383","1925"
"13075","21384","1925"
"13076","21385","1929"
"13077","21386","1938"
"13078","21387","1938"
"13079","21388","1926"
"13080","21389","1938"
"13081","2139","1957"
"13082","21390","1992"
"13083","21391","1950"
"13084","21392","1951"
"13085","21393","1948"
"13086","21394","1954"
"13087","21395","1940"
"13088","21396","1938"
"13089","21397","1933"
"13090","21398","1935"
"13091","21399","1935"
"13092","214","1985"
"13093","2140","1947"
"13094","21400","1930"
"13095","21401","1939"
"13096","21402","1937"
"13097","21403","1938"
"13098","21404","1938"
"13099","21405","1938"
"13100","21406","1938"
"13101","21407","1938"
"13102","21408","1941"
"13103","21409","1936"
"13104","2141","1945"
"13105","21410","1937"
"13106","21411","1939"
"13107","21412","1930"
"13108","21413","1938"
"13109","21414","1938"
"13110","21415","1930"
"13111","21416","1936"
"13112","21417","1936"
"13113","21418","1935"
"13114","21419","1935"
"13115","2142","1946"
"13116","21420","1941"
"13117","21421","1937"
"13118","21422","1940"
"13119","21423","1940"
"13120","21424","1937"
"13121","21425","1936"
"13122","21426","1938"
"13123","21427","1937"
"13124","21428","1937"
"13125","21429","1930"
"13126","2143","1946"
"13127","21430","1930"
"13128","21431","1930"
"13129","21432","1929"
"13130","21433","1926"
"13131","21434","1926"
"13132","21435","1927"
"13133","21436","1940"
"13134","21437","1937"
"13135","21438","1930"
"13136","21439","1936"
"13137","2144","1900"
"13138","21440","1935"
"13139","21441","1932"
"13140","21442","1930"
"13141","21443","1925"
"13142","21444","1923"
"13143","21445","1927"
"13144","21446","1930"
"13145","21447","1934"
"13146","21448","1912"
"13147","21449","1917"
"13148","2145","1948"
"13149","21450","1911"
"13150","21451","1918"
"13151","21452","1920"
"13152","21453","1925"
"13153","21454","1930"
"13154","21455","1935"
"13155","21456","1936"
"13156","21457","1935"
"13157","21458","1926"
"13158","21459","1932"
"13159","2146","1945"
"13160","21460","1935"
"13161","21461","1922"
"13162","21462","1916"
"13163","21464","1913"
"13164","21466","1955"
"13165","21467","1955"
"13166","21468","1950"
"13167","21469","1955"
"13168","2147","1947"
"13169","21470","1950"
"13170","21471","1950"
"13171","21472","1953"
"13172","21473","1953"
"13173","21474","1955"
"13174","21475","1935"
"13175","21476","1953"
"13176","21477","1940"
"13177","21478","1935"
"13178","21479","1954"
"13179","2148","1945"
"13180","21480","1950"
"13181","21481","1948"
"13182","21482","1941"
"13183","21483","1929"
"13184","21484","1929"
"13185","21485","1930"
"13186","21486","1930"
"13187","21487","1930"
"13188","21488","1929"
"13189","21489","1927"
"13190","2149","1920"
"13191","21490","1935"
"13192","21491","1930"
"13193","21492","1931"
"13194","21493","2009"
"13195","21494","1927"
"13196","21495","1927"
"13197","21496","1935"
"13198","21497","1935"
"13199","21498","1933"
"13200","21499","1927"
"13201","215","1985"
"13202","2150","1930"
"13203","21500","1915"
"13204","21501","1910"
"13205","21502","1910"
"13206","21503","1910"
"13207","21504","1910"
"13208","21505","1920"
"13209","21506","1920"
"13210","21507","1920"
"13211","21508","1905"
"13212","21509","1920"
"13213","2151","1940"
"13214","21510","1917"
"13215","21511","1920"
"13216","21512","1917"
"13217","21513","1912"
"13218","21514","1910"
"13219","21515","1900"
"13220","21516","1920"
"13221","21517","1920"
"13222","21518","1900"
"13223","21519","1920"
"13224","2152","1920"
"13225","21520","1920"
"13226","21521","1900"
"13227","21522","1900"
"13228","21523","1920"
"13229","21524","1920"
"13230","21525","1900"
"13231","21526","1920"
"13232","21527","1920"
"13233","21528","1900"
"13234","21529",""
"13235","2153",""
"13236","21530","1930"
"13237","21531","1924"
"13238","21532","1940"
"13239","21533","1935"
"13240","21534","1924"
"13241","21535","1920"
"13242","21536","1925"
"13243","21537","1938"
"13244","21538","1930"
"13245","21539","1930"
"13246","2154","1960"
"13247","21540","1920"
"13248","21541","1935"
"13249","21542","1935"
"13250","21543","1930"
"13251","21544","1938"
"13252","21545","1938"
"13253","21546","1920"
"13254","21547","1949"
"13255","21548","1925"
"13256","21549","1917"
"13257","2155",""
"13258","21550","1916"
"13259","21551","1920"
"13260","21552","1928"
"13261","21553","1925"
"13262","21554","1922"
"13263","21555","1971"
"13264","21557","1925"
"13265","21558","1920"
"13266","21559","1930"
"13267","2156",""
"13268","21560","1930"
"13269","21561","1930"
"13270","21562","1930"
"13271","21563","1930"
"13272","21564","1929"
"13273","21565","1929"
"13274","21566","1930"
"13275","21567","1930"
"13276","21568","1930"
"13277","21569","1945"
"13278","2157","1975"
"13279","21570","1935"
"13280","21571","1930"
"13281","21572","1915"
"13282","21573","1930"
"13283","21574","1930"
"13284","21575","1930"
"13285","21576","1930"
"13286","21577","1930"
"13287","21578","1927"
"13288","21579","1930"
"13289","2158","1992"
"13290","21580","1920"
"13291","21581","1928"
"13292","21582","1928"
"13293","21583","1928"
"13294","21584","1928"
"13295","21585","1928"
"13296","21586","1928"
"13297","21587","1928"
"13298","21588","1910"
"13299","21589","1920"
"13300","2159",""
"13301","21590","1920"
"13302","21591","1900"
"13303","21592","1920"
"13304","21593","1920"
"13305","21594","1920"
"13306","21595","1900"
"13307","21596","1920"
"13308","21597","1920"
"13309","21598","1920"
"13310","21599","1920"
"13311","216","1985"
"13312","2160",""
"13313","21600","1920"
"13314","21601","1920"
"13315","21602","1920"
"13316","21603","1920"
"13317","21604","1920"
"13318","21605","1920"
"13319","21606","1920"
"13320","21607","1920"
"13321","21608","1894"
"13322","21609","1910"
"13323","2161",""
"13324","21610","1920"
"13325","21611","1920"
"13326","21612","1920"
"13327","21613","1920"
"13328","21614","1920"
"13329","21615","1920"
"13330","21616","1920"
"13331","21617","1920"
"13332","21618","1920"
"13333","21619","1920"
"13334","2162","1900"
"13335","21620","1920"
"13336","21621","1920"
"13337","21622","1920"
"13338","21623","1920"
"13339","21624","1920"
"13340","21625","1920"
"13341","21626","1920"
"13342","21627","1920"
"13343","21628","1920"
"13344","21629","1920"
"13345","2163","1910"
"13346","21630","1920"
"13347","21631","1920"
"13348","21632","1920"
"13349","21633","1920"
"13350","21634","1920"
"13351","21635","1920"
"13352","21636","1920"
"13353","21637","1920"
"13354","21638","1920"
"13355","21639","1920"
"13356","2164","1910"
"13357","21640",""
"13358","21641","1920"
"13359","21642","1920"
"13360","21643","1920"
"13361","21644","1920"
"13362","21645","1900"
"13363","21646","1920"
"13364","21647","1920"
"13365","21648","1920"
"13366","21649","1920"
"13367","2165","1890"
"13368","21651","1920"
"13369","21652","1920"
"13370","21653","1968"
"13371","21654","1920"
"13372","21655","1900"
"13373","21657","1920"
"13374","21658","1920"
"13375","21659","1920"
"13376","2166","1910"
"13377","21660","1920"
"13378","21661","1920"
"13379","21662","1920"
"13380","21663","1920"
"13381","21664","1920"
"13382","21665","1920"
"13383","21666","1920"
"13384","21667","1920"
"13385","21668","1920"
"13386","21669","1920"
"13387","2167",""
"13388","21670","1928"
"13389","21671","1920"
"13390","21672","1920"
"13391","21673","1920"
"13392","21674","1920"
"13393","21675","1920"
"13394","21676","1920"
"13395","21677","1920"
"13396","21678","1920"
"13397","21679","1920"
"13398","2168","1967"
"13399","21680","1920"
"13400","21681",""
"13401","21682","2003"
"13402","21683",""
"13403","21684","1950"
"13404","21685","1920"
"13405","21686","1920"
"13406","21687","1982"
"13407","21688","1920"
"13408","21689","1920"
"13409","2169","1966"
"13410","21690","1920"
"13411","21691","1920"
"13412","21692",""
"13413","21693","1920"
"13414","21694","1920"
"13415","21695","1920"
"13416","21696","1920"
"13417","21697","1920"
"13418","21698","1920"
"13419","21699","1920"
"13420","217","1985"
"13421","2170","1966"
"13422","21700","1920"
"13423","21701","1920"
"13424","21702","1920"
"13425","21703","1920"
"13426","21704","1920"
"13427","21705","1920"
"13428","21706","1920"
"13429","21707","1920"
"13430","21708","1920"
"13431","21709","1920"
"13432","2171","1987"
"13433","21710","1920"
"13434","21711","1902"
"13435","21713","1956"
"13436","21714",""
"13437","21715","1920"
"13438","21716","1920"
"13439","21717","1920"
"13440","21718","1920"
"13441","21719","1920"
"13442","2172","1987"
"13443","21720","1920"
"13444","21721","1920"
"13445","21722","1920"
"13446","21723","1920"
"13447","21724","1920"
"13448","21725","1920"
"13449","21726","1920"
"13450","21727","1920"
"13451","21728","1920"
"13452","21729","1910"
"13453","2173","1987"
"13454","21730","1920"
"13455","21731","1920"
"13456","21732","1920"
"13457","21733","1920"
"13458","21734","1920"
"13459","21735","1920"
"13460","21736","1920"
"13461","21737","1920"
"13462","21738","1920"
"13463","21739","1920"
"13464","2174","1987"
"13465","21740","1920"
"13466","21741","1920"
"13467","21742","1920"
"13468","21743","1920"
"13469","21744","1920"
"13470","21745","1920"
"13471","21746","1920"
"13472","21747","1920"
"13473","21748","1920"
"13474","21749","1920"
"13475","2175","1987"
"13476","21750","1920"
"13477","21751","1920"
"13478","21752","1920"
"13479","21753","1920"
"13480","21754","1920"
"13481","21755","2007"
"13482","21756","1920"
"13483","21757","1920"
"13484","21758","1920"
"13485","21759","1920"
"13486","2176","1987"
"13487","21760","1920"
"13488","21761","2005"
"13489","21762","2005"
"13490","21763","1920"
"13491","21764","1920"
"13492","21765","1920"
"13493","21766","1920"
"13494","21767","1920"
"13495","21768","1910"
"13496","21769","1995"
"13497","2177","1987"
"13498","21770","1920"
"13499","21771","2005"
"13500","21772","1920"
"13501","21773","1920"
"13502","21774","1920"
"13503","21775","1920"
"13504","21776","1920"
"13505","21777","1905"
"13506","21778","1976"
"13507","21779","1900"
"13508","2178","1987"
"13509","21780","1900"
"13510","21781","1900"
"13511","21782","1900"
"13512","21783","1900"
"13513","21784","1900"
"13514","21785","1900"
"13515","21786","1900"
"13516","21787","1900"
"13517","21788","1900"
"13518","21789","1923"
"13519","2179","1987"
"13520","21790","1906"
"13521","21791","1910"
"13522","21792","1900"
"13523","21793","1900"
"13524","21794","1900"
"13525","21795","1912"
"13526","21796","1900"
"13527","21797","1900"
"13528","21798","1900"
"13529","21799","1900"
"13530","218","1985"
"13531","2180","1987"
"13532","21800","1900"
"13533","21801","1900"
"13534","21802","1900"
"13535","21803","1900"
"13536","21804","1900"
"13537","21805","1900"
"13538","21806",""
"13539","21807","1900"
"13540","21808","1900"
"13541","21809","1900"
"13542","2181","1987"
"13543","21810","1900"
"13544","21811","1900"
"13545","21812","1900"
"13546","21813","1900"
"13547","21814","1900"
"13548","21815","1900"
"13549","21816","1900"
"13550","21817","1900"
"13551","21818","1900"
"13552","21819","1900"
"13553","2182","1987"
"13554","21820","1900"
"13555","21821","1900"
"13556","21822","1900"
"13557","21823","1900"
"13558","21824","1900"
"13559","21825","1900"
"13560","21826","1900"
"13561","21827","1900"
"13562","21828","1958"
"13563","21829","1900"
"13564","2183","1987"
"13565","21830","1900"
"13566","21831","1943"
"13567","21832","1935"
"13568","21833","1970"
"13569","21834","1900"
"13570","21837",""
"13571","21838","1928"
"13572","21839","1930"
"13573","2184","1987"
"13574","21840","1930"
"13575","21841","1900"
"13576","21842","1920"
"13577","21843","1920"
"13578","21844","1900"
"13579","21845","1920"
"13580","21846","1920"
"13581","21847","1900"
"13582","21848","1951"
"13583","21849","1929"
"13584","2185","1987"
"13585","21850","1930"
"13586","21851","1935"
"13587","21852","1930"
"13588","21853","1925"
"13589","21854","1925"
"13590","21855","1937"
"13591","21856","1926"
"13592","21857","1925"
"13593","21858","1915"
"13594","21859","1928"
"13595","2186","1987"
"13596","21860","1920"
"13597","21861","1920"
"13598","21862","1900"
"13599","21863","1925"
"13600","21864","1925"
"13601","21865","1900"
"13602","21866","1926"
"13603","21867","1925"
"13604","21868","1924"
"13605","21869","1968"
"13606","2187","1987"
"13607","21870","1977"
"13608","21871","1988"
"13609","21872","1987"
"13610","21873","1987"
"13611","21874","1987"
"13612","21875","1987"
"13613","21876","1987"
"13614","21877","1987"
"13615","21878","1987"
"13616","21879","1987"
"13617","2188","1987"
"13618","21880","1987"
"13619","21881","1987"
"13620","21882","1987"
"13621","21883","1987"
"13622","21884","1987"
"13623","21885","1987"
"13624","21886","1987"
"13625","21887","1987"
"13626","21888","1987"
"13627","21889","1987"
"13628","2189","1987"
"13629","21890","1987"
"13630","21891","1987"
"13631","21892","1987"
"13632","21893","1987"
"13633","21894","1987"
"13634","21895","1987"
"13635","21896","1987"
"13636","21897","1987"
"13637","21898","1987"
"13638","21899","1987"
"13639","219","1985"
"13640","2190","1987"
"13641","21900","1987"
"13642","21901","1987"
"13643","21902","1987"
"13644","21903","1987"
"13645","21904","1987"
"13646","21905","1987"
"13647","21906","1987"
"13648","21907","1987"
"13649","21908","1987"
"13650","21909","1987"
"13651","2191","1987"
"13652","21910","1987"
"13653","21911","1987"
"13654","21912","1987"
"13655","21913","1987"
"13656","21914","1987"
"13657","21915","1987"
"13658","21916","1987"
"13659","21917","1987"
"13660","21918","1987"
"13661","21919","1987"
"13662","2192","1987"
"13663","21920","1987"
"13664","21921","1987"
"13665","21922","1987"
"13666","21923","1987"
"13667","21924","1987"
"13668","21925","1987"
"13669","21926","1987"
"13670","21927","1987"
"13671","21928","1988"
"13672","21929","1988"
"13673","2193","1987"
"13674","21930","1987"
"13675","21931","1988"
"13676","21932","1988"
"13677","21933","1988"
"13678","21934","1988"
"13679","21935","1988"
"13680","21936","1988"
"13681","21937","1988"
"13682","21938","1988"
"13683","21939","1988"
"13684","2194","1987"
"13685","21940","1988"
"13686","21941","1988"
"13687","21942","1988"
"13688","21943","1988"
"13689","21944","1988"
"13690","21945","1988"
"13691","21946","1988"
"13692","21947","1988"
"13693","21948","1988"
"13694","21949","1988"
"13695","2195","1925"
"13696","21950","1988"
"13697","21951","1989"
"13698","21952","1989"
"13699","21953","1989"
"13700","21954","1989"
"13701","21955","1989"
"13702","21956",""
"13703","21957","1920"
"13704","21958","1907"
"13705","21959","1910"
"13706","2196","1890"
"13707","21960","1920"
"13708","21961","1910"
"13709","21962","1910"
"13710","21963","1890"
"13711","21964","1900"
"13712","21965","1918"
"13713","21966","1918"
"13714","21967","1916"
"13715","21968","1915"
"13716","21969","1918"
"13717","2197","1900"
"13718","21970","1917"
"13719","21971","1920"
"13720","21972","1920"
"13721","21973","1905"
"13722","21974","1918"
"13723","21975","1918"
"13724","21976","1918"
"13725","21977","1918"
"13726","21978","1920"
"13727","21979","1920"
"13728","2198","1984"
"13729","21980","1925"
"13730","21982","1920"
"13731","21983","1920"
"13732","21984","1920"
"13733","21985","1900"
"13734","21986","1945"
"13735","21987","1910"
"13736","21988","1920"
"13737","21989","1920"
"13738","2199","1984"
"13739","21990","1918"
"13740","21991","1920"
"13741","21992","1925"
"13742","21993","1920"
"13743","21994","1920"
"13744","21995","1920"
"13745","21996","1908"
"13746","21997","1910"
"13747","21998","1908"
"13748","21999","1920"
"13749","22",""
"13750","220","1985"
"13751","2200","1984"
"13752","22000","1920"
"13753","22001","1900"
"13754","22002","1918"
"13755","22003","1918"
"13756","22004","1916"
"13757","22005","1908"
"13758","22006","1910"
"13759","22007","1918"
"13760","22008","1907"
"13761","22009","1910"
"13762","2201","1984"
"13763","22010","1895"
"13764","22011","1910"
"13765","22012","1901"
"13766","22013","1920"
"13767","22014","1916"
"13768","22015","1916"
"13769","22016","1912"
"13770","22017","1900"
"13771","22018","1920"
"13772","22019","1927"
"13773","2202","1984"
"13774","22020","1985"
"13775","22022","2008"
"13776","22023","1900"
"13777","22024","1900"
"13778","22025","1900"
"13779","22026","1900"
"13780","22027","1900"
"13781","22028","1900"
"13782","22029","1900"
"13783","2203","1984"
"13784","22030","1900"
"13785","22032","1900"
"13786","22033","1915"
"13787","22034","1917"
"13788","22035","1917"
"13789","22036","1918"
"13790","22037","1920"
"13791","22038","1918"
"13792","22039","1916"
"13793","2204","1890"
"13794","22040","1916"
"13795","22041","1920"
"13796","22042","1918"
"13797","22043","1900"
"13798","22045","1900"
"13799","22046","1946"
"13800","22047","1900"
"13801","22048",""
"13802","22049",""
"13803","2205","1950"
"13804","22050",""
"13805","22051","1920"
"13806","22052","1920"
"13807","22053","1920"
"13808","22054","1920"
"13809","22055","1900"
"13810","22056","1917"
"13811","22057","1918"
"13812","22058","1917"
"13813","22059","1917"
"13814","2206",""
"13815","22060","1920"
"13816","22061","1917"
"13817","22062","1914"
"13818","22063","1918"
"13819","22064","1913"
"13820","22065","1913"
"13821","22066",""
"13822","22067","1940"
"13823","22068","1917"
"13824","22069","1916"
"13825","2207","1900"
"13826","22070","1917"
"13827","22071","1917"
"13828","22072","1916"
"13829","22073","1916"
"13830","22074","1896"
"13831","22075","1900"
"13832","22076","1915"
"13833","22077","1920"
"13834","22078","1916"
"13835","22079","1916"
"13836","2208","1900"
"13837","22080","1916"
"13838","22081","1910"
"13839","22082","1922"
"13840","22083","1890"
"13841","22084","1920"
"13842","22085","1916"
"13843","22086","1900"
"13844","22087","1900"
"13845","22088","1900"
"13846","22089",""
"13847","2209","1900"
"13848","22090","1955"
"13849","22091","1900"
"13850","22092","1900"
"13851","22093","1916"
"13852","22094","1916"
"13853","22095","1920"
"13854","22096","1916"
"13855","22097","1920"
"13856","22098","1918"
"13857","22099","1918"
"13858","221","1984"
"13859","2210","1951"
"13860","22100","1918"
"13861","22101","1918"
"13862","22102","1918"
"13863","22103","1917"
"13864","22104","1920"
"13865","22105","1918"
"13866","22106","1918"
"13867","22107","1916"
"13868","22108","1916"
"13869","22109","1918"
"13870","2211","1988"
"13871","22110","1917"
"13872","22111","1916"
"13873","22112","1918"
"13874","22113","1918"
"13875","22114","1917"
"13876","22115","1920"
"13877","22116","1918"
"13878","22117","1900"
"13879","22118","1910"
"13880","22119","1930"
"13881","2212","1920"
"13882","22120","1903"
"13883","22121","1900"
"13884","22122","1915"
"13885","22123","1899"
"13886","22124","1920"
"13887","22125","1885"
"13888","22126","1900"
"13889","22127","1920"
"13890","22128","1873"
"13891","22129","1900"
"13892","2213","1920"
"13893","22130","1900"
"13894","22131","1900"
"13895","22132","1910"
"13896","22133","1900"
"13897","22134","1870"
"13898","22135",""
"13899","22136","1890"
"13900","22137","1900"
"13901","22138","1900"
"13902","22139",""
"13903","2214","1920"
"13904","22140","1900"
"13905","22141","1900"
"13906","22142","1900"
"13907","22143","1910"
"13908","22144","1935"
"13909","22145","1900"
"13910","22146","1900"
"13911","22147","1900"
"13912","22148","1897"
"13913","22149","1910"
"13914","2215","1925"
"13915","22150","1900"
"13916","22151","1900"
"13917","22152","1900"
"13918","22153","1895"
"13919","22154","1894"
"13920","22155","1910"
"13921","22156","1900"
"13922","22157","1900"
"13923","22158","1923"
"13924","22159","1900"
"13925","2216","1962"
"13926","22160","1900"
"13927","22161","1900"
"13928","22162","1900"
"13929","22163","1900"
"13930","22164","1920"
"13931","22165","1900"
"13932","22166","1900"
"13933","22167","1900"
"13934","22168","1910"
"13935","22169","1900"
"13936","2217","1920"
"13937","22170","1900"
"13938","22171","1890"
"13939","22172","1900"
"13940","22173","1900"
"13941","22174","1900"
"13942","22175","1900"
"13943","22176","1898"
"13944","22177","1900"
"13945","22178","1900"
"13946","22179","1905"
"13947","2218","1885"
"13948","22180","1900"
"13949","22181","1900"
"13950","22182","1900"
"13951","22183","1920"
"13952","22184","1910"
"13953","22185","1900"
"13954","22186","1920"
"13955","22187","1910"
"13956","22188","1900"
"13957","22189","1900"
"13958","2219","1900"
"13959","22190","1900"
"13960","22191","1910"
"13961","22192","1900"
"13962","22193","1969"
"13963","22194","1900"
"13964","22195","1910"
"13965","22196","1900"
"13966","22197","1880"
"13967","22198","1930"
"13968","22199","1900"
"13969","222","1986"
"13970","2220","1988"
"13971","22200","1935"
"13972","22201","1920"
"13973","22202","1900"
"13974","22203","1900"
"13975","22204","1900"
"13976","22205","1900"
"13977","22206","1900"
"13978","22207","1900"
"13979","22208","1910"
"13980","22209","1900"
"13981","2221","1988"
"13982","22210","1900"
"13983","22211","1920"
"13984","22212","1910"
"13985","22213","1900"
"13986","22214","1900"
"13987","22215","1915"
"13988","22216","1915"
"13989","22217","1923"
"13990","22218","1935"
"13991","22219","1900"
"13992","2222","1988"
"13993","22220","1910"
"13994","22221",""
"13995","22222",""
"13996","22223",""
"13997","22224","1918"
"13998","22225","1930"
"13999","22226","1915"
"14000","22227","1900"
"14001","22228","1900"
"14002","22229","1900"
"14003","2223","1988"
"14004","22230",""
"14005","22231",""
"14006","22232","1912"
"14007","22233","1900"
"14008","22235","1900"
"14009","22236","1900"
"14010","22237","1900"
"14011","22238","1915"
"14012","22239","1900"
"14013","2224","1988"
"14014","22240","1900"
"14015","22241","1916"
"14016","22242","1900"
"14017","22243","1903"
"14018","22244","1900"
"14019","22245","1900"
"14020","22246","1900"
"14021","22247","1900"
"14022","22248","1900"
"14023","22249","1900"
"14024","2225","1988"
"14025","22250","1910"
"14026","22251","1900"
"14027","22252","1900"
"14028","22253","1900"
"14029","22254","1900"
"14030","22255","1920"
"14031","22256",""
"14032","22257",""
"14033","22258",""
"14034","22259","1920"
"14035","2226","1988"
"14036","22260","1917"
"14037","22261","1900"
"14038","22262","1927"
"14039","22263",""
"14040","22264","1900"
"14041","22265","1900"
"14042","22266","1900"
"14043","22267","1900"
"14044","22268","1900"
"14045","22269","1900"
"14046","2227","1988"
"14047","22270","1850"
"14048","22271","1890"
"14049","22272","1900"
"14050","22273","1900"
"14051","22274","1900"
"14052","22275","1925"
"14053","22276","1900"
"14054","22277","1900"
"14055","22278","1900"
"14056","22279","1928"
"14057","2228","1988"
"14058","22280","1900"
"14059","22281","1900"
"14060","22282","1900"
"14061","22283",""
"14062","22284","1900"
"14063","22285","1900"
"14064","22286","1900"
"14065","22287","1900"
"14066","22288","1895"
"14067","22289","1913"
"14068","2229","1988"
"14069","22290","1900"
"14070","22291","1900"
"14071","22292","1900"
"14072","22293","1895"
"14073","22294","1900"
"14074","22295","1900"
"14075","22296","1900"
"14076","22297","1920"
"14077","22298","1900"
"14078","22299","1900"
"14079","223","1986"
"14080","2230","1988"
"14081","22300","1900"
"14082","22301","1900"
"14083","22302",""
"14084","22303","1900"
"14085","22304","1900"
"14086","22305","1900"
"14087","22306","1900"
"14088","22307","1900"
"14089","22308","1900"
"14090","22309","1900"
"14091","2231","1988"
"14092","22310","1900"
"14093","22311","1900"
"14094","22312","1900"
"14095","22313","1900"
"14096","22314","1900"
"14097","22315","1900"
"14098","22316","1900"
"14099","22317","1900"
"14100","22318","1900"
"14101","22319","1900"
"14102","2232","1988"
"14103","22320","1900"
"14104","22321","1900"
"14105","22322","1900"
"14106","22323","1900"
"14107","22324","1900"
"14108","22325","1900"
"14109","22326","1900"
"14110","22327","1920"
"14111","22328","1942"
"14112","22329","1942"
"14113","2233","1988"
"14114","22330","1942"
"14115","22331","1942"
"14116","22332","1942"
"14117","22333","1942"
"14118","22334","1942"
"14119","22335","1942"
"14120","22336","1942"
"14121","22337","1942"
"14122","22338","1942"
"14123","22339","1942"
"14124","2234","1988"
"14125","22340","1942"
"14126","22341","1942"
"14127","22342","1942"
"14128","22343","1942"
"14129","22344","1942"
"14130","22345","1942"
"14131","22346","1942"
"14132","22347","1942"
"14133","22348","1942"
"14134","22349","1942"
"14135","2235","1988"
"14136","22350","1942"
"14137","22351","1942"
"14138","22352","1942"
"14139","22353","1942"
"14140","22354","1942"
