"pid","location","ggmap","census"
2526,"1035 TOWNSEND AV","cec82","dk762"
2527,"1037 TOWNSEND AV","cec82","dk762"
2528,"1041 TOWNSEND AV","cec82","dk762"
2529,"1047 TOWNSEND AV","cec82","dk762"
2530,"1053 TOWNSEND AV","cec82","dk762"
2531,"1059 TOWNSEND AV","cec82","dk762"
2532,"1065 TOWNSEND AV","cec82","dk762"
2533,"1073 TOWNSEND AV","cec82","dk762"
2534,"19 FROST ST","cec82","dk762"
2535,"BEACON AV","cec82","dk762"
2536,"1 BEACON AV","cec82","dk762"
2537,"15 BEACON AV","cec82","dk762"
2538,"21 BEACON AV","cec82","dk762"
2539,"27 BEACON AV","cec82","dk762"
2540,"31 BEACON AV","cec82","dk762"
2541,"37 BEACON AV","cec82","dk762"
2542,"43 BEACON AV","cec82","dk762"
2543,"47 BEACON AV","cec82","dk762"
2544,"55 BEACON AV","cec82","dk762"
2545,"63 BEACON AV","cec82","dk762"
2546,"67 BEACON AV","cec82","dk762"
2547,"75 BEACON AV","cec82","dk762"
2548,"81 BEACON AV","cec82","dk762"
2549,"85 BEACON AV","cec82","dk762"
2550,"89 BEACON AV","cec82","dk762"
2551,"95 BEACON AV","cec82","dk762"
2552,"BEACON AV","cec82","dk762"
2553,"105 BEACON AV","cec82","dk762"
2554,"111 BEACON AV","cec82","dk762"
2555,"115 BEACON AV","cec82","dk762"
2556,"121 BEACON AV","cec82","dk762"
2557,"127 BEACON AV","cec82","dk762"
2558,"133 BEACON AV","cec82","dk762"
2559,"139 BEACON AV","cec82","dk762"
2560,"143 BEACON AV","cec82","dk762"
2561,"147 BEACON AV","cec82","dk762"
2562,"151 BEACON AV","cec82","dk762"
2563,"155 BEACON AV","cec82","dk762"
2564,"163 BEACON AV","cec82","dk762"
2565,"11 PAGE ST","cec82","dk762"
2566,"3 PAGE ST","cec82","dk762"
2567,"HILLSIDE AV","cec82","dk762"
2568,"138 HILLSIDE AV","cec82","dk762"
2569,"132 HILLSIDE AV","cec82","dk762"
2570,"128 HILLSIDE AV","cec82","dk762"
2571,"122 HILLSIDE AV","cec82","dk762"
2572,"116 HILLSIDE AV","cec82","dk762"
2573,"110 HILLSIDE AV","cec82","dk762"
2574,"108 HILLSIDE AV","cec82","dk762"
2575,"106 HILLSIDE AV","cec82","dk762"
2576,"98 HILLSIDE AV","cec82","dk762"
2577,"90 HILLSIDE AV","cec82","dk762"
2578,"80 HILLSIDE AV","cec82","dk762"
2579,"70 HILLSIDE AV","cec82","dk762"
2580,"62 HILLSIDE AV","cec82","dk762"
2581,"54 HILLSIDE AV","cec82","dk762"
2582,"48 HILLSIDE AV","cec82","dk762"
2583,"38 HILLSIDE AV","cec82","dk762"
2584,"32 HILLSIDE AV","cec82","dk762"
2585,"20 HILLSIDE AV","cec82","dk762"
2586,"12 HILLSIDE AV","cec82","dk762"
2587,"4 HILLSIDE AV","cec82","dk762"
2588,"HILLSIDE AV","cec82","dk762"
2589,"3 HILLSIDE AV","cec82","dk762"
2590,"7 HILLSIDE AV","cec82","dk762"
2591,"13 HILLSIDE AV","cec82","dk762"
2592,"21 HILLSIDE AV","cec82","dk762"
2593,"31 HILLSIDE AV","cec82","dk762"
2594,"41 HILLSIDE AV","cec82","dk762"
2595,"47 HILLSIDE AV","cec82","dk762"
2596,"HILLSIDE AV","cec82","dk762"
2597,"65 HILLSIDE AV","cec82","dk762"
2598,"73 HILLSIDE AV","cec82","dk762"
2599,"75 HILLSIDE AV","cec82","dk762"
2600,"HILLSIDE AV","cec82","dk762"
2601,"99 HILLSIDE AV","cec82","dk762"
2602,"103 HILLSIDE AV","cec82","dk762"
2603,"109 HILLSIDE AV","cec82","dk762"
2604,"115 HILLSIDE AV","cec82","dk762"
2605,"121 HILLSIDE AV","cec82","dk762"
2606,"127 HILLSIDE AV","cec82","dk762"
2607,"133 HILLSIDE AV","cec82","dk762"
2608,"137 HILLSIDE AV","cec82","dk762"
2609,"145 HILLSIDE AV","cec82","dk762"
2610,"25 PAGE ST","cec82","dk762"
2611,"158 HUNTINGTON AV","cec82","dk762"
2612,"152 HUNTINGTON AV","cec82","dk762"
2613,"148 HUNTINGTON AV","cec82","dk762"
2614,"140 HUNTINGTON AV","cec82","dk762"
2615,"138 HUNTINGTON AV","cec82","dk762"
2616,"130 HUNTINGTON AV","cec82","dk762"
2617,"120 HUNTINGTON AV","cec82","dk762"
2618,"114 HUNTINGTON AV","cec82","dk762"
2619,"110 HUNTINGTON AV","cec82","dk762"
2620,"100 HUNTINGTON AV","cec82","dk762"
2621,"98 HUNTINGTON AV","cec82","dk762"
2622,"94 HUNTINGTON AV","cec82","dk762"
2623,"90 HUNTINGTON AV","cec82","dk762"
2624,"86 HUNTINGTON AV","cec82","dk762"
2625,"82 HUNTINGTON AV","cec82","dk762"
2626,"78 HUNTINGTON AV","cec82","dk762"
2627,"74 HUNTINGTON AV","cec82","dk762"
2628,"70 HUNTINGTON AV","cec82","dk762"
2629,"64 HUNTINGTON AV","cec82","dk762"
2630,"58 HUNTINGTON AV","cec82","dk762"
2631,"48 HUNTINGTON AV","cec82","dk762"
2632,"44 HUNTINGTON AV","cec82","dk762"
2633,"36 HUNTINGTON AV","cec82","dk762"
2634,"32 HUNTINGTON AV","cec82","dk762"
2635,"26 HUNTINGTON AV","cec82","dk762"
2636,"22 HUNTINGTON AV","cec82","dk762"
2637,"18 HUNTINGTON AV","cec82","dk762"
2638,"HUNTINGTON AV","cec82","dk762"
2639,"5 HILLSIDE AV","cec82","dk762"
2640,"HILLSIDE AV","cec82","dk762"
2641,"HILLSIDE AV","cec82","dk762"
2642,"21 OAKLEY ST","cec82","dk762"
2643,"42 PEAT MEADOW RD","cec82","dk762"
2644,"36 PEAT MEADOW RD","cec82","dk762"
2645,"22 PEAT MEADOW RD","cec82","dk762"
2646,"PEAT MEADOW RD","cec82","dk762"
2647,"180 MAIN ST ANNEX","cec82","dk762"
2648,"MAIN ST ANNEX","cec82","dk762"
2649,"166 MAIN ST ANNEX","cec82","dk762"
2650,"152 MAIN ST ANNEX","cec82","dk762"
2651,"MAIN ST ANNEX","cec82","dk762"
2652,"144 MAIN ST ANNEX","cec82","dk762"
2653,"25 PEAT MEADOW RD","cec82","dk762"
2654,"132 MAIN ST ANNEX","cec82","dk762"
2655,"126 MAIN ST ANNEX","cec82","dk762"
2656,"122 MAIN ST ANNEX","cec82","dk762"
2657,"116 MAIN ST ANNEX","cec82","dk762"
2658,"112 MAIN ST ANNEX","cec82","dk762"
2659,"11 OAKLEY ST","cec82","dk762"
2660,"1081 TOWNSEND AV","cec82","dk762"
2661,"1087 TOWNSEND AV","cec82","dk762"
2662,"1091 TOWNSEND AV","cec82","dk762"
2663,"1095 TOWNSEND AV","cec82","dk762"
2664,"1103 TOWNSEND AV","cec82","dk762"
2665,"1107 TOWNSEND AV","cec82","dk762"
2666,"1113 TOWNSEND AV","cec82","dk762"
2667,"1117 TOWNSEND AV","cec82","dk762"
2668,"1123 TOWNSEND AV","cec82","dk762"
2669,"1129 TOWNSEND AV","cec82","dk762"
2670,"1133 TOWNSEND AV","cec82","dk762"
2671,"1137 TOWNSEND AV","cec82","dk762"
2672,"1141 TOWNSEND AV","cec82","dk762"
2673,"1147 TOWNSEND AV","cec82","dk762"
2674,"1155 TOWNSEND AV","cec82","dk762"
2675,"1163 TOWNSEND AV","cec82","dk762"
2676,"1167 TOWNSEND AV","cec82","dk762"
2677,"15 MAIN ST ANNEX","cec82","dk762"
2678,"21 MAIN ST ANNEX","cec82","dk762"
2679,"31 MAIN ST ANNEX","cec82","dk762"
2680,"35 MAIN ST ANNEX","cec82","dk762"
2681,"196 BEACON AV","cec82","dk762"
2682,"194 BEACON AV","cec82","dk762"
2683,"186 BEACON AV","cec82","dk762"
2684,"178 BEACON AV","cec82","dk762"
2685,"174 BEACON AV","cec82","dk762"
2686,"172 BEACON AV","cec82","dk762"
2687,"168 BEACON AV","cec82","dk762"
2688,"164 BEACON AV","cec82","dk762"
2689,"158 BEACON AV","cec82","dk762"
2690,"154 BEACON AV","cec82","dk762"
2691,"150 BEACON AV","cec82","dk762"
2692,"146 BEACON AV","cec82","dk762"
2693,"144 BEACON AV","cec82","dk762"
2694,"140 BEACON AV","cec82","dk762"
2695,"138 BEACON AV","cec82","dk762"
2696,"128 BEACON AV","cec82","dk762"
2697,"32 FROST ST","cec82","dk762"
2698,"20 FROST ST","cec82","dk762"
2699,"171 BEACON AV","cec82","dk762"
2700,"177 BEACON AV","cec82","dk762"
2701,"179 BEACON AV","cec82","dk762"
2702,"185 BEACON AV","cec82","dk762"
2703,"193 BEACON AV","cec82","dk762"
2704,"197 BEACON AV","cec82","dk762"
2705,"51 MAIN ST ANNEX","cec82","dk762"
2706,"190 HILLSIDE AV","cec82","dk762"
2707,"180 HILLSIDE AV","cec82","dk762"
2708,"178 HILLSIDE AV","cec82","dk762"
2709,"168 HILLSIDE AV","cec82","dk762"
2710,"165 HILLSIDE AV","cec82","dk762"
2711,"79 MAIN ST ANNEX","cec82","dk762"
2712,"83 MAIN ST ANNEX","cec82","dk762"
2713,"89 MAIN ST ANNEX","cec82","dk762"
2714,"174 HUNTINGTON AV","cec82","dk762"
2715,"168 HUNTINGTON AV","cec82","dk762"
2716,"475 FORBES AV","cec82","dk762"
2717,"501 FORBES AV","cec82","dk762"
2719,"56 MAIN ST ANNEX","cec82","dk762"
2720,"48 MAIN ST ANNEX","cec82","dk762"
2721,"70 MAIN ST ANNEX","cec82","dk762"
2722,"76 MAIN ST ANNEX","cec82","dk762"
2723,"46 MINOTT ST","cec82","dk762"
2725,"26 OAKLEY ST","cec82","dk762"
2726,"20 OAKLEY ST","cec82","dk762"
2727,"100 MAIN ST ANNEX","cec82","dk762"
2728,"92 MAIN ST ANNEX","cec82","dk762"
2729,"OAKLEY ST","cec82","dk762"
2730,"86 MAIN ST ANNEX","cec82","dk762"
2731,"82 MAIN ST ANNEX","cec82","dk762"
2732,"1219 TOWNSEND AV","cec82","dk762"
2733,"490 FORBES AV","cec82","dk762"
2734,"ASHLAND PL","cec82","dk762"
2735,"33 ASHLAND PL","cec82","dk762"
2736,"39 ASHLAND PL","cec82","dk762"
2738,"47 ASHLAND PL","cec82","dk762"
2739,"53 ASHLAND PL","cec82","dk762"
2740,"59 ASHLAND PL","cec82","dk762"
2741,"65 ASHLAND PL","cec82","dk762"
2742,"69 ASHLAND PL","cec82","dk762"
2743,"77 ASHLAND PL","cec82","dk762"
2744,"FORBES AV","cec82","dk762"
2745,"80 OAKLEY ST","cec82","dk762"
2746,"76 OAKLEY ST","cec82","dk762"
2747,"68 OAKLEY ST","cec82","dk762"
2748,"609 WOODWARD AV","cec82","dk762"
2749,"615 WOODWARD AV","cec82","dk762"
2750,"621 WOODWARD AV","cec82","dk762"
2751,"627 WOODWARD AV","cec82","dk762"
2752,"633 WOODWARD AV","cec82","dk762"
2753,"639 WOODWARD AV","cec82","dk762"
2754,"645 WOODWARD AV","cec82","dk762"
2755,"651 WOODWARD AV","cec82","dk762"
2756,"657 WOODWARD AV","cec82","dk762"
2757,"663 WOODWARD AV","cec82","dk762"
2758,"669 WOODWARD AV","cec82","dk762"
2759,"675 WOODWARD AV","cec82","dk762"
2760,"270 ELAINE TER","cec82","dk762"
2761,"264 ELAINE TER","cec82","dk762"
2762,"258 ELAINE TER","cec82","dk762"
2763,"250 ELAINE TER","cec82","dk762"
2764,"244 ELAINE TER","cec82","dk762"
2765,"240 ELAINE TER","cec82","dk762"
2766,"232 ELAINE TER","cec82","dk762"
2767,"226 ELAINE TER","cec82","dk762"
2768,"218 ELAINE TER","cec82","dk762"
2769,"212 ELAINE TER","cec82","dk762"
2770,"204 ELAINE TER","cec82","dk762"
2771,"205 ELAINE TER","cec82","dk762"
2772,"211 ELAINE TER","cec82","dk762"
2773,"219 ELAINE TER","cec82","dk762"
2774,"227 ELAINE TER","cec82","dk762"
2775,"233 ELAINE TER","cec82","dk762"
2776,"239 ELAINE TER","cec82","dk762"
2777,"245 ELAINE TER","cec82","dk762"
2778,"251 ELAINE TER","cec82","dk762"
2779,"259 ELAINE TER","cec82","dk762"
2780,"265 ELAINE TER","cec82","dk762"
2781,"271 ELAINE TER","cec82","dk762"
2782,"105 JOHN ST","cec82","dk762"
2783,"1102 TOWNSEND AV","cec82","dk762"
2784,"1098 TOWNSEND AV","cec82","dk762"
2785,"1094 TOWNSEND AV","cec82","dk762"
2786,"1090 TOWNSEND AV","cec82","dk762"
2787,"1086 TOWNSEND AV","cec82","dk762"
2788,"1082 TOWNSEND AV","cec82","dk762"
2789,"1078 TOWNSEND AV","cec82","dk762"
2790,"1072 TOWNSEND AV","cec82","dk762"
2791,"1068 TOWNSEND AV","cec82","dk762"
2792,"1060 TOWNSEND AV","cec82","dk762"
2793,"1058 TOWNSEND AV","cec82","dk762"
2794,"1052 TOWNSEND AV","cec82","dk762"
2795,"1050 TOWNSEND AV","cec82","dk762"
2796,"1042 TOWNSEND AV","cec82","dk762"
2797,"1030 TOWNSEND AV","cec82","dk762"
2798,"683 WOODWARD AV","cec82","dk762"
2799,"691 WOODWARD AV","cec82","dk762"
2800,"701 WOODWARD AV","cec82","dk762"
2801,"WOODWARD AV","cec82","dk762"
2802,"711 WOODWARD AV","cec82","dk762"
2803,"717 WOODWARD AV","cec82","dk762"
2804,"727 WOODWARD AV","cec82","dk762"
2805,"348 PROSPECT AV #1","cec82","dk762"
2806,"346 PROSPECT AV #3","cec82","dk762"
2807,"344 PROSPECT AV","cec82","dk762"
2808,"342 PROSPECT AV #7","cec82","dk762"
2809,"340 PROSPECT AV #9","cec82","dk762"
2810,"338 PROSPECT AV #11","cec82","dk762"
2811,"336 PROSPECT AV #13","cec82","dk762"
2812,"334 PROSPECT AV #334","cec82","dk762"
2813,"332 PROSPECT AV #332","cec82","dk762"
2814,"330 PROSPECT AV #330","cec82","dk762"
2815,"328 PROSPECT AV #328","cec82","dk762"
2816,"326 PROSPECT AV #326","cec82","dk762"
2817,"304 PROSPECT AV","cec82","dk762"
2818,"298 PROSPECT AV","cec82","dk762"
2819,"292 PROSPECT AV","cec82","dk762"
2820,"286 PROSPECT AV","cec82","dk762"
2821,"60 JOHN ST","cec82","dk762"
2822,"289 PROSPECT AV","cec82","dk762"
2823,"295 PROSPECT AV","cec82","dk762"
2824,"301 PROSPECT AV","cec82","dk762"
2825,"307 PROSPECT AV","cec82","dk762"
2826,"315 PROSPECT AV","cec82","dk762"
2827,"319 PROSPECT AV","cec82","dk762"
2828,"325 PROSPECT AV","cec82","dk762"
2829,"329 PROSPECT AV","cec82","dk762"
2830,"333 PROSPECT AV","cec82","dk762"
2831,"1172 TOWNSEND AV","cec82","dk762"
2832,"1164 TOWNSEND AV","cec82","dk762"
2833,"1160 TOWNSEND AV","cec82","dk762"
2834,"1154 TOWNSEND AV","cec82","dk762"
2835,"TOWNSEND AV","cec82","dk762"
2836,"1144 TOWNSEND AV","cec82","dk762"
2837,"1138 TOWNSEND AV","cec82","dk762"
2838,"1130 TOWNSEND AV","cec82","dk762"
2840,"1118 TOWNSEND AV","cec82","dk762"
2841,"1114 TOWNSEND AV","cec82","dk762"
2842,"30 ALLEN PL","cec82","dk762"
2843,"ALLEN PL","cec82","dk762"
2844,"16 ALLEN PL","cec82","dk762"
2845,"12 ALLEN PL","cec82","dk762"
2846,"716 WOODWARD AV","cec82","dk762"
2847,"710 WOODWARD AV","cec82","dk762"
2848,"706 WOODWARD AV","cec82","dk762"
2849,"700 WOODWARD AV","cec82","dk762"
2850,"21 FAIRVIEW AV","cec82","dk762"
2851,"694 WOODWARD AV","cec82","dk762"
2852,"682 WOODWARD AV","cec82","dk762"
2853,"680 WOODWARD AV","cec82","dk762"
2854,"662 WOODWARD AV","cec82","dk762"
2855,"664 WOODWARD AV","cec82","dk762"
2856,"666 WOODWARD AV","cec82","dk762"
2857,"668 WOODWARD AV","cec82","dk762"
2858,"670 WOODWARD AV","cec82","dk762"
2859,"672 WOODWARD AV","cec82","dk762"
2860,"674 WOODWARD AV","cec82","dk762"
2861,"658 WOODWARD AV","cec82","dk762"
2862,"654 WOODWARD AV","cec82","dk762"
2863,"650 WOODWARD AV","cec82","dk762"
2864,"WOODWARD AV","cec82","dk762"
2865,"646 WOODWARD AV","cec82","dk762"
2866,"642 WOODWARD AV","cec82","dk762"
2867,"WOODWARD AV","cec82","dk762"
2868,"630 WOODWARD AV","cec82","dk762"
2869,"628 WOODWARD AV","cec82","dk762"
2870,"626 WOODWARD AV","cec82","dk762"
2871,"624 WOODWARD AV","cec82","dk762"
2872,"WOODWARD AV","cec82","dk762"
2873,"606 WOODWARD AV","cec82","dk762"
2874,"33 ALLEN PL","cec82","dk762"
2875,"ALLEN PL","cec82","dk762"
2876,"27 ALLEN PL","cec82","dk762"
2877,"23 ALLEN PL","cec82","dk762"
2878,"19 ALLEN PL","cec82","dk762"
2879,"15 ALLEN PL","cec82","dk762"
2880,"11 ALLEN PL","cec82","dk762"
2881,"726 WOODWARD AV","cec82","dk762"
2882,"730 WOODWARD AV","cec82","dk762"
2883,"740 WOODWARD AV","cec82","dk762"
2884,"EAST SHORE PKWY","cec82","dk762"
2885,"EAST SHORE PKWY","cec82","dk762"
2886,"WATERFRONT ST","cec82","dk762"
2887,"WATERFRONT ST","cec82","dk762"
2889,"481 EAST SHORE PKWY","cec82","dk762"
2890,"5 GEORGIA ST","cec82","dk762"
2891,"WATERFRONT ST","cec82","dk762"
2892,"30 WATERFRONT ST","cec82","dk762"
2894,"31 WATERFRONT ST","cec82","dk762"
2896,"CONNECTICUT AV","cec82","dk762"
2897,"EAST SHORE PKWY","cec82","dk762"
2898,"25 CONNECTICUT AV","cec82","dk762"
2899,"145 ALABAMA ST","cec82","dk762"
2900,"165 ALABAMA ST","cec82","dk762"
2901,"ALABAMA ST","cec82","dk762"
2902,"EDGEMERE RD","cec82","dk762"
2903,"3 EDGEMERE RD","cec82","dk762"
2904,"ALABAMA ST","cec82","dk762"
2905,"EDGEMERE RD","cec82","dk762"
2906,"EDGEMERE RD","cec82","dk762"
2907,"COLORADO AV","cec82","dk762"
2908,"COLORADO AV","cec82","dk762"
2909,"CONNECTICUT AV","cec82","dk762"
2910,"581 CONNECTICUT AV","cec82","dk762"
2911,"45 FULTON TER","cec82","dk762"
2912,"ALBIA ST","cec82","dk762"
2913,"170 ALABAMA ST","cec82","dk762"
2914,"EDGEMERE RD","cec82","dk762"
2915,"ALABAMA ST","cec82","dk762"
2916,"29 FULTON TER","cec82","dk762"
2917,"15 FULTON TER","cec82","dk762"
2918,"FULTON TER","cec82","dk762"
2919,"ALABAMA ST","cec82","dk762"
2920,"EAST SHORE PKWY","cec82","dk762"
2921,"ALBIA ST","cec82","dk762"
2922,"821 EAST SHORE PKWY","cec82","dk762"
2923,"50 FULTON TER","cec82","dk762"
2924,"ALABAMA ST","cec82","dk762"
2925,"815 EAST SHORE PKWY","cec82","dk762"
2926,"FORBES AV","cec82","dk762"
2927,"FORBES AV","cec82","dk762"
2928,"383 FORBES AV","cec82","dk762"
2929,"389 FORBES AV","cec82","dk762"
2930,"401 FORBES AV","cec82","dk762"
2931,"429 FORBES AV","cec82","dk762"
2932,"441 FORBES AV","cec82","dk762"
2933,"FORBES AV","cec82","dk762"
2934,"453 FORBES AV","cec82","dk762"
2935,"25 KENDALL ST","cec82","dk762"
2936,"47 KENDALL ST","cec82","dk762"
2937,"166 FULTON TER","cec82","dk762"
2938,"70 FULTON TER","cec82","dk762"
2939,"65 STILES ST","cec82","dk762"
2940,"EAST SHORE PKWY","cec82","dk762"
2941,"EAST SHORE PKWY","cec82","dk762"
2942,"EAST SHORE PKWY","cec82","dk762"
2943,"EAST SHORE PKWY","cec82","dk762"
2944,"EAST SHORE PKWY","cec82","dk762"
2945,"130 FULTON TER","cec82","dk762"
2946,"155 FULTON TER","cec82","dk762"
2947,"85 KENDALL ST","cec82","dk762"
2948,"111 KENDALL ST","cec82","dk762"
2949,"117 KENDALL ST","cec82","dk762"
2950,"131 KENDALL ST","cec82","dk762"
2951,"345 FORBES AV","cec82","dk762"
2952,"STRATFORD AV","cec82","dk762"
2953,"355 FORBES AV","cec82","dk762"
2954,"FORBES AV","cec82","dk762"
2955,"HOOVER ST","cec82","dk762"
2956,"208 HOOVER ST","cec82","dk762"
2958,"EDGEMERE RD","cec82","dk762"
2959,"40 EDGEMERE RD","cec82","dk762"
2960,"EDGEMERE RD","cec82","dk762"
2961,"54 EDGEMERE RD","cec82","dk762"
2962,"135 FULTON TER","cec82","dk762"
2964,"189 FORBES AV","cec82","dk762"
2966,"203 FORBES AV","cec82","dk762"
2967,"209 FORBES AV","cec82","dk762"
2968,"FORBES AV","cec82","dk762"
2969,"FORBES AV","cec82","dk762"
2970,"225 FORBES AV","cec82","dk762"
2971,"227 FORBES AV","cec82","dk762"
2972,"231 FORBES AV","cec82","dk762"
2973,"239 FORBES AV","cec82","dk762"
2974,"247 FORBES AV","cec82","dk762"
2975,"212 FULTON TER","cec82","dk762"
2976,"206 FULTON TER","cec82","dk762"
2977,"190 FULTON TER","cec82","dk762"
2978,"176 FULTON TER","cec82","dk762"
2979,"44 KENDALL ST","cec82","dk762"
2980,"40 KENDALL ST","cec82","dk762"
2981,"26 KENDALL ST","cec82","dk762"
2982,"KENDALL ST","cec82","dk762"
2983,"99 STILES ST","cec82","dk762"
2984,"125 STILES ST","cec82","dk762"
2985,"131 STILES ST","cec82","dk762"
2986,"111 STILES ST","cec82","dk762"
2987,"117 STILES ST","cec82","dk762"
2988,"133 STILES ST","cec82","dk762"
2990,"257 FORBES AV","cec82","dk762"
2991,"261 FORBES AV","cec82","dk762"
2992,"265 FORBES AV","cec82","dk762"
2993,"269 FORBES AV","cec82","dk762"
2994,"277 FORBES AV","cec82","dk762"
2995,"283 FORBES AV","cec82","dk762"
2996,"313 FORBES AV","cec82","dk762"
2997,"321 FORBES AV","cec82","dk762"
2998,"118 KENDALL ST","cec82","dk762"
2999,"110 KENDALL ST","cec82","dk762"
3000,"EDGEMERE RD","cec82","dk762"
3001,"35 EDGEMERE RD","cec82","dk762"
3002,"19 EDGEMERE RD","cec82","dk762"
3003,"25 EDGEMERE RD","cec82","dk762"
3004,"86 KENDALL ST","cec82","dk762"
3005,"80 KENDALL ST","cec82","dk762"
3006,"173 FULTON TER","cec82","dk762"
3007,"179 FULTON TER #179","cec82","dk762"
3008,"181 FULTON TER #181","cec82","dk762"
3009,"183 FULTON TER #183","cec82","dk762"
3010,"185 FULTON TER #185","cec82","dk762"
3011,"195 FULTON TER","cec82","dk762"
3012,"205 FULTON TER","cec82","dk762"
3013,"FULTON TER","cec82","dk762"
3014,"225 FULTON TER","cec82","dk762"
3015,"384 FORBES AV","cec82","dk762"
3016,"304 FORBES AV #304","cec82","dk762"
3017,"306 FORBES AV #306","cec82","dk762"
3018,"308 FORBES AV #308","cec82","dk762"
3019,"310 FORBES AV #310","cec82","dk762"
3020,"312 FORBES AV #312","cec82","dk762"
3021,"314 FORBES AV #314","cec82","dk762"
3022,"316 FORBES AV #316","cec82","dk762"
3023,"318 FORBES AV #318","cec82","dk762"
3024,"330 FORBES AV #330","cec82","dk762"
3025,"332 FORBES AV #332","cec82","dk762"
3026,"334 FORBES AV #334","cec82","dk762"
3027,"336 FORBES AV #336","cec82","dk762"
3028,"338 FORBES AV #338","cec82","dk762"
3029,"340 FORBES AV #340","cec82","dk762"
3030,"342 FORBES AV #342","cec82","dk762"
3031,"344 FORBES AV #344","cec82","dk762"
3032,"346 FORBES AV #346","cec82","dk762"
3033,"348 FORBES AV #348","cec82","dk762"
3034,"320 FORBES AV #320","cec82","dk762"
3035,"322 FORBES AV #322","cec82","dk762"
3036,"324 FORBES AV #324","cec82","dk762"
3037,"326 FORBES AV #326","cec82","dk762"
3038,"328 FORBES AV #328","cec82","dk762"
3039,"5 CHAMBERLAIN ST #5","cec82","dk762"
3040,"7 CHAMBERLAIN ST #7","cec82","dk762"
3041,"9 CHAMBERLAIN ST #9","cec82","dk762"
3042,"294 FORBES AV #294","cec82","dk762"
3043,"296 FORBES AV #296","cec82","dk762"
3044,"298 FORBES AV #298","cec82","dk762"
3045,"300 FORBES AV #300","cec82","dk762"
3046,"302 FORBES AV #302","cec82","dk762"
3047,"350 FORBES AV #350","cec82","dk762"
3048,"354 FORBES AV #354","cec82","dk762"
3049,"21 CHAMBERLAIN ST #21","cec82","dk762"
3050,"23 CHAMBERLAIN ST #23","cec82","dk762"
3051,"25 CHAMBERLAIN ST #25","cec82","dk762"
3052,"29 CHAMBERLAIN ST","cec82","dk762"
3053,"43 CHAMBERLAIN ST","cec82","dk762"
3054,"53 CHAMBERLAIN ST","cec82","dk762"
3055,"55 CHAMBERLAIN ST","cec82","dk762"
3056,"63 CHAMBERLAIN ST","cec82","dk762"
3057,"67 CHAMBERLAIN ST","cec82","dk762"
3058,"73 CHAMBERLAIN ST","cec82","dk762"
3059,"79 CHAMBERLAIN ST","cec82","dk762"
3060,"83 CHAMBERLAIN ST","cec82","dk762"
3061,"40 FAIRMONT AV","cec82","dk762"
3062,"87 CHAMBERLAIN ST","cec82","dk762"
3063,"36 FAIRMONT AV","cec82","dk762"
3064,"830 WOODWARD AV","cec82","dk762"
3065,"816 WOODWARD AV","cec82","dk762"
3066,"WOODWARD AV","cec82","dk762"
3067,"810 WOODWARD AV","cec82","dk762"
3068,"416 FORBES AV","cec82","dk762"
3069,"396 FORBES AV","cec82","dk762"
3070,"FORBES AV","cec82","dk762"
3071,"6 BROWN PL","cec82","dk762"
3072,"8 BROWN PL","cec82","dk762"
3073,"10 BROWN PL","cec82","dk762"
3074,"12 BROWN PL","cec82","dk762"
3075,"14 BROWN PL","cec82","dk762"
3076,"1330 TOWNSEND AV","cec82","dk762"
3077,"1324 TOWNSEND AV","cec82","dk762"
3078,"1318 TOWNSEND AV","cec82","dk762"
3079,"1314 TOWNSEND AV","cec82","dk762"
3080,"1308 TOWNSEND AV","cec82","dk762"
3081,"1302 TOWNSEND AV","cec82","dk762"
3082,"1296 TOWNSEND AV","cec82","dk762"
3083,"1290 TOWNSEND AV","cec82","dk762"
3084,"1280 TOWNSEND AV","cec82","dk762"
3085,"1274 TOWNSEND AV","cec82","dk762"
3086,"1270 TOWNSEND AV","cec82","dk762"
3087,"1266 TOWNSEND AV","cec82","dk762"
3088,"1260 TOWNSEND AV","cec82","dk762"
3089,"1254 TOWNSEND AV","cec82","dk762"
3090,"1250 TOWNSEND AV","cec82","dk762"
3091,"1246 TOWNSEND AV","cec82","dk762"
3092,"1242 TOWNSEND AV","cec82","dk762"
3093,"TOWNSEND AV","cec82","dk762"
3094,"TOWNSEND AV","cec82","dk762"
3095,"FORBES AV","cec82","dk762"
3096,"458 FORBES AV","cec82","dk762"
3097,"454 FORBES AV","cec82","dk762"
3098,"452 FORBES AV","cec82","dk762"
3099,"442 FORBES AV","cec82","dk762"
3100,"434 FORBES AV","cec82","dk762"
3101,"430 FORBES AV","cec82","dk762"
3102,"WOODWARD AV","cec82","dk762"
3103,"819 WOODWARD AV","cec82","dk762"
3104,"825 WOODWARD AV","cec82","dk762"
3105,"827 WOODWARD AV","cec82","dk762"
3106,"835 WOODWARD AV","cec82","dk762"
3107,"841 WOODWARD AV","cec82","dk762"
3108,"847 WOODWARD AV","cec82","dk762"
3110,"855 WOODWARD AV","cec82","dk762"
3111,"859 WOODWARD AV","cec82","dk762"
3112,"863 WOODWARD AV","cec82","dk762"
3113,"867 WOODWARD AV","cec82","dk762"
3114,"81 OAKLEY ST","cec82","dk762"
3115,"107 ASHLAND PL","cec82","dk762"
3116,"115 ASHLAND PL","cec82","dk762"
3117,"ASHLAND PL","cec82","dk762"
3118,"590 FORBES AV","cec82","dk762"
