"pid","location","ggmap","census"
16348,"155 SPRING ST","sj572","sw955"
16349,"157 SPRING ST","sj572","sw955"
16350,"159 SPRING ST","sj572","sw955"
16351,"161 SPRING ST","sj572","sw955"
16352,"163 SPRING ST","sj572","sw955"
16353,"165 SPRING ST","sj572","sw955"
16354,"167 SPRING ST","sj572","sw955"
16355,"169 SPRING ST","sj572","sw955"
16356,"171 SPRING ST","sj572","sw955"
16357,"111 BUTTON ST","sj572","sw955"
16358,"115 BUTTON ST","sj572","sw955"
16359,"117 BUTTON ST","sj572","sw955"
16360,"123 BUTTON ST","sj572","sw955"
16361,"518 HOWARD AV","sj572","sw955"
16363,"506 HOWARD AV","sj572","sw955"
16364,"498 HOWARD AV","sj572","sw955"
16365,"494 HOWARD AV","sj572","sw955"
16366,"490 HOWARD AV","sj572","sw955"
16367,"486 HOWARD AV","sj572","sw955"
16368,"121 SPRING ST","sj572","sw955"
16369,"123 SPRING ST","sj572","sw955"
16370,"125 SPRING ST","sj572","sw955"
16371,"127 SPRING ST","sj572","sw955"
16372,"129 SPRING ST","sj572","sw955"
16373,"131 SPRING ST","sj572","sw955"
16374,"133 SPRING ST","sj572","sw955"
16375,"135 SPRING ST","sj572","sw955"
16376,"111 DEWITT ST","sj572","sw955"
16377,"113 DEWITT ST","sj572","sw955"
16378,"115 DEWITT ST","sj572","sw955"
16379,"117 DEWITT ST","sj572","sw955"
16380,"119 DEWITT ST","sj572","sw955"
16381,"121 DEWITT ST","sj572","sw955"
16382,"125 DEWITT ST","sj572","sw955"
16383,"206 PUTNAM ST","sj572","sw955"
16384,"198 PUTNAM ST","sj572","sw955"
16385,"196 PUTNAM ST","sj572","sw955"
16386,"184 PUTNAM ST","sj572","sw955"
16387,"180 PUTNAM ST","sj572","sw955"
16388,"578 HOWARD AV","sj572","sw955"
16389,"574 HOWARD AV","sj572","sw955"
16390,"570 HOWARD AV","sj572","sw955"
16391,"564 HOWARD AV","sj572","sw955"
16392,"560 HOWARD AV","sj572","sw955"
16393,"556 HOWARD AV","sj572","sw955"
16394,"552 HOWARD AV","sj572","sw955"
16395,"550 HOWARD AV","sj572","sw955"
16396,"544 HOWARD AV","sj572","sw955"
16397,"538 HOWARD AV","sj572","sw955"
16398,"534 HOWARD AV","sj572","sw955"
16399,"530 HOWARD AV","sj572","sw955"
16400,"181 PUTNAM ST","sj572","sw955"
16401,"185 PUTNAM ST","sj572","sw955"
16402,"189 PUTNAM ST","sj572","sw955"
16403,"193 PUTNAM ST","sj572","sw955"
16404,"197 PUTNAM ST","sj572","sw955"
16405,"201 PUTNAM ST","sj572","sw955"
16407,"145 DEWITT ST","sj572","sw955"
16408,"360 COLUMBUS AV","sj572","sw955"
16409,"588 HOWARD AV","sj572","sw955"
16410,"261 PORTSEA ST","sj572","sw955"
16411,"267 PORTSEA ST","sj572","sw955"
16412,"269 PORTSEA ST","sj572","sw955"
16413,"271 PORTSEA ST","sj572","sw955"
16414,"273 PORTSEA ST","sj572","sw955"
16415,"275 PORTSEA ST","sj572","sw955"
16416,"277 PORTSEA ST","sj572","sw955"
16417,"279 PORTSEA ST","sj572","sw955"
16418,"281 PORTSEA ST","sj572","sw955"
16419,"420 CONGRESS AV","sj572","sw955"
16420,"430 CONGRESS AV","sj572","sw955"
16422,"690 HOWARD AV","sj572","sw955"
16423,"HOWARD AV","sj572","sw955"
16424,"680 HOWARD AV","sj572","sw955"
16425,"672 HOWARD AV","sj572","sw955"
16426,"289 WASHINGTON AV","sj572","sw955"
16427,"299 WASHINGTON AV","sj572","sw955"
16428,"307 WASHINGTON AV","sj572","sw955"
16429,"9 DAGGETT ST","sj572","sw955"
16430,"13 DAGGETT ST","sj572","sw955"
16431,"17 DAGGETT ST","sj572","sw955"
16432,"27 DAGGETT ST","sj572","sw955"
16433,"31 DAGGETT ST","sj572","sw955"
16434,"69 DAGGETT ST","sj572","sw955"
16435,"514 CONGRESS AV","sj572","sw955"
16436,"500 CONGRESS AV","sj572","sw955"
16437,"660 HOWARD AV","sj572","sw955"
16438,"644 HOWARD AV","sj572","sw955"
16439,"640 HOWARD AV","sj572","sw955"
16440,"634 HOWARD AV","sj572","sw955"
16441,"630 HOWARD AV","sj572","sw955"
16442,"626 HOWARD AV","sj572","sw955"
16443,"622 HOWARD AV","sj572","sw955"
16445,"295 COLUMBUS AV","sj572","sw955"
16447,"307 COLUMBUS AV","sj572","sw955"
16448,"350 WASHINGTON AV","sj572","sw955"
16449,"338 WASHINGTON AV","sj572","sw955"
16450,"332 WASHINGTON AV","sj572","sw955"
16451,"326 WASHINGTON AV","sj572","sw955"
16452,"226 CEDAR ST","sj572","sw955"
16453,"229 COLUMBUS AV","sj572","sw955"
16454,"219 COLUMBUS AV","sj572","sw955"
16455,"225 COLUMBUS AV","sj572","sw955"
16456,"233 COLUMBUS AV","sj572","sw955"
16457,"237 COLUMBUS AV","sj572","sw955"
16458,"241 COLUMBUS AV","sj572","sw955"
16459,"245 COLUMBUS AV","sj572","sw955"
16460,"249 COLUMBUS AV","sj572","sw955"
16461,"257 COLUMBUS AV","sj572","sw955"
16462,"261 COLUMBUS AV","sj572","sw955"
16463,"619 HOWARD AV","sj572","sw955"
16464,"627 HOWARD AV","sj572","sw955"
16465,"633 HOWARD AV","sj572","sw955"
16466,"MINOR ST","sj572","sw955"
16467,"637 HOWARD AV","sj572","sw955"
16468,"154 MINOR ST","sj572","sw955"
16469,"134 MINOR ST","sj572","sw955"
16470,"128 MINOR ST","sj572","sw955"
16471,"124 MINOR ST","sj572","sw955"
16473,"156 WASHINGTON AV","sj572","sw955"
16474,"250 CEDAR ST","sj572","sw955"
16475,"232 CEDAR ST","sj572","sw955"
16476,"149 MINOR ST","sj572","sw955"
16477,"649 HOWARD AV","sj572","sw955"
16478,"169 WASHINGTON AV","sj572","sw955"
16479,"225 WASHINGTON AV","sj572","sw955"
16480,"691 HOWARD AV","sj572","sw955"
16481,"701 HOWARD AV","sj572","sw955"
16482,"40 GILBERT ST","sj572","sw955"
16483,"370 CONGRESS AV","sj572","sw955"
16484,"156 DAVENPORT AV","sj572","sw955"
16508,"33 ASYLUM ST","sj572","sw955"
16509,"168 DAVENPORT AV","sj572","sw955"
16510,"166 DAVENPORT AV","sj572","sw955"
16511,"162 DAVENPORT AV","sj572","sw955"
16512,"130 DAVENPORT AV","sj572","sw955"
16513,"28 VERNON ST","sj572","sw955"
16514,"26 VERNON ST","sj572","sw955"
16515,"22 VERNON ST","sj572","sw955"
16516,"20 VERNON ST","sj572","sw955"
16517,"16 VERNON ST","sj572","sw955"
16518,"14 VERNON ST","sj572","sw955"
16519,"12 VERNON ST","sj572","sw955"
16520,"8 VERNON ST","sj572","sw955"
16521,"495 CONGRESS AV","sj572","sw955"
16522,"517 CONGRESS AV","sj572","sw955"
16523,"21 WARD ST","sj572","sw955"
16524,"23 WARD ST","sj572","sw955"
16525,"33 WARD ST","sj572","sw955"
16526,"37 WARD ST","sj572","sw955"
16527,"43 WARD ST","sj572","sw955"
16528,"47 WARD ST","sj572","sw955"
16529,"53 WARD ST","sj572","sw955"
16530,"148 DAVENPORT AV","sj572","sw955"
16531,"146 DAVENPORT AV","sj572","sw955"
16532,"138 DAVENPORT AV","sj572","sw955"
16533,"134 DAVENPORT AV","sj572","sw955"
16534,"800 HOWARD AV","sj572","sw955"
16535,"780 HOWARD AV","sj572","sw955"
16536,"760 HOWARD AV","sj572","sw955"
16537,"457 CONGRESS AV","sj572","sw955"
16538,"CONGRESS AV","sj572","sw955"
16539,"463 CONGRESS AV","sj572","sw955"
16540,"VERNON ST","sj572","sw955"
16541,"11 VERNON ST","sj572","sw955"
16542,"15 VERNON ST","sj572","sw955"
16543,"17 VERNON ST","sj572","sw955"
16544,"19 VERNON ST","sj572","sw955"
16545,"23 VERNON ST","sj572","sw955"
16546,"VERNON ST","sj572","sw955"
16547,"27 VERNON ST","sj572","sw955"
16548,"122 DAVENPORT AV","sj572","sw955"
16549,"116 DAVENPORT AV","sj572","sw955"
16550,"112 DAVENPORT AV","sj572","sw955"
16552,"48 SYLVAN AV","sj572","sw955"
16553,"46 SYLVAN AV","sj572","sw955"
16557,"169 DAVENPORT AV","sj572","sw955"
16558,"65 ASYLUM ST","sj572","sw955"
16559,"69 ASYLUM ST","sj572","sw955"
16560,"73 ASYLUM ST","sj572","sw955"
16568,"24 SYLVAN AV","sj572","sw955"
16569,"58 VERNON ST","sj572","sw955"
16571,"56 VERNON ST","sj572","sw955"
16572,"54 VERNON ST","sj572","sw955"
16573,"52 VERNON ST","sj572","sw955"
16574,"48 VERNON ST","sj572","sw955"
16575,"46 VERNON ST","sj572","sw955"
16576,"44 VERNON ST","sj572","sw955"
16577,"42 VERNON ST","sj572","sw955"
16578,"40 VERNON ST","sj572","sw955"
16579,"38 VERNON ST","sj572","sw955"
16580,"36 VERNON ST","sj572","sw955"
16581,"34 VERNON ST","sj572","sw955"
16582,"127 DAVENPORT AV","sj572","sw955"
16583,"133 DAVENPORT AV","sj572","sw955"
16584,"135 DAVENPORT AV","sj572","sw955"
16585,"143 DAVENPORT AV","sj572","sw955"
16586,"145 DAVENPORT AV","sj572","sw955"
16587,"85 WARD ST","sj572","sw955"
16588,"89 WARD ST","sj572","sw955"
16589,"93 WARD ST","sj572","sw955"
16590,"97 WARD ST","sj572","sw955"
16591,"101 WARD ST","sj572","sw955"
16592,"105 WARD ST","sj572","sw955"
16593,"109 WARD ST","sj572","sw955"
16594,"113 WARD ST","sj572","sw955"
16595,"117 WARD ST","sj572","sw955"
16596,"121 WARD ST","sj572","sw955"
16597,"127 WARD ST","sj572","sw955"
16598,"131 WARD ST","sj572","sw955"
16599,"135 WARD ST","sj572","sw955"
16600,"34 SYLVAN AV","sj572","sw955"
16601,"32 SYLVAN AV","sj572","sw955"
16602,"30 SYLVAN AV","sj572","sw955"
16603,"28 SYLVAN AV","sj572","sw955"
16604,"886 HOWARD AV","sj572","sw955"
16605,"878 HOWARD AV","sj572","sw955"
16607,"860 HOWARD AV","sj572","sw955"
16609,"850 HOWARD AV","sj572","sw955"
16610,"846 HOWARD AV","sj572","sw955"
16611,"842 HOWARD AV","sj572","sw955"
16612,"840 HOWARD AV","sj572","sw955"
16613,"836 HOWARD AV","sj572","sw955"
16614,"HOWARD AV","sj572","sw955"
16615,"99 DAVENPORT AV","sj572","sw955"
16616,"103 DAVENPORT AV","sj572","sw955"
16617,"109 DAVENPORT AV","sj572","sw955"
16618,"111 DAVENPORT AV","sj572","sw955"
16619,"117 DAVENPORT AV","sj572","sw955"
16620,"119 DAVENPORT AV","sj572","sw955"
16621,"31 VERNON ST","sj572","sw955"
16622,"35 VERNON ST","sj572","sw955"
16623,"37 VERNON ST","sj572","sw955"
16624,"41 VERNON ST","sj572","sw955"
16625,"43 VERNON ST","sj572","sw955"
16626,"45 VERNON ST","sj572","sw955"
16627,"47 VERNON ST","sj572","sw955"
16628,"49 VERNON ST","sj572","sw955"
16629,"51 VERNON ST","sj572","sw955"
16630,"55 VERNON ST","sj572","sw955"
16631,"14 SYLVAN AV","sj572","sw955"
16632,"8 SYLVAN AV","sj572","sw955"
16633,"367 CEDAR ST","sj572","sw955"
16634,"1 PARK ST","sj572","sw955"
16635,"10 YORK ST","sj572","sw955"
16636,"34 PARK ST","sj572","sw955"
16637,"OAK ST","sj572","sw955"
16638,"8 PARK ST","sj572","sw955"
16639,"318 OAK ST","sj572","sw955"
16640,"17 PARK ST","sj572","sw955"
16641,"30 YORK ST","sj572","sw955"
16642,"1 HOWE ST","sj572","sw955"
16644,"454 GEORGE ST","sj572","sw955"
16645,"442 GEORGE ST","sj572","sw955"
16646,"438 GEORGE ST","sj572","sw955"
16647,"434 GEORGE ST","sj572","sw955"
16648,"430 GEORGE ST","sj572","sw955"
16649,"426 GEORGE ST","sj572","sw955"
16650,"424 GEORGE ST","sj572","sw955"
16651,"104 PARK ST","sj572","sw955"
16652,"98 PARK ST","sj572","sw955"
16653,"84 PARK ST","sj572","sw955"
16654,"17 HOWE ST","sj572","sw955"
16655,"19 HOWE ST","sj572","sw955"
16656,"45 HOWE ST","sj572","sw955"
16657,"402 CROWN ST","sj572","sw955"
16658,"400 CROWN ST","sj572","sw955"
16659,"392 CROWN ST","sj572","sw955"
16660,"386 CROWN ST","sj572","sw955"
16661,"382 CROWN ST","sj572","sw955"
16662,"380 CROWN ST","sj572","sw955"
16663,"378 CROWN ST","sj572","sw955"
16664,"374 CROWN ST","sj572","sw955"
16665,"370 CROWN ST","sj572","sw955"
16666,"134 PARK ST","sj572","sw955"
16667,"130 PARK ST","sj572","sw955"
16668,"421 GEORGE ST","sj572","sw955"
16669,"425 GEORGE ST","sj572","sw955"
16670,"445 GEORGE ST","sj572","sw955"
16671,"447 GEORGE ST","sj572","sw955"
16672,"451 GEORGE ST","sj572","sw955"
16673,"455 GEORGE ST","sj572","sw955"
16674,"33 HOWE ST","sj572","sw955"
16675,"37 HOWE ST","sj572","sw955"
16676,"39 HOWE ST","sj572","sw955"
16677,"41 HOWE ST","sj572","sw955"
16678,"49 HOWE ST","sj572","sw955"
16679,"1226 CHAPEL ST","sj572","sw955"
16680,"1220 CHAPEL ST","sj572","sw955"
16681,"1214 CHAPEL ST","sj572","sw955"
16682,"1210 CHAPEL ST","sj572","sw955"
16683,"1204 CHAPEL ST","sj572","sw955"
16684,"1198 CHAPEL ST","sj572","sw955"
16685,"1184 CHAPEL ST","sj572","sw955"
16686,"PARK ST","sj572","sw955"
16687,"1182 CHAPEL ST","sj572","sw955"
16688,"1180 CHAPEL ST","sj572","sw955"
16689,"174 PARK ST","sj572","sw955"
16690,"170 PARK ST","sj572","sw955"
16691,"166 PARK ST","sj572","sw955"
16692,"162 PARK ST","sj572","sw955"
16693,"371 CROWN ST","sj572","sw955"
16694,"377 CROWN ST","sj572","sw955"
16695,"379 CROWN ST","sj572","sw955"
16696,"387 CROWN ST","sj572","sw955"
16697,"391 CROWN ST","sj572","sw955"
16698,"395 CROWN ST","sj572","sw955"
16699,"397 CROWN ST","sj572","sw955"
16700,"401 CROWN ST","sj572","sw955"
16701,"363 CROWN ST","sj572","sw955"
16702,"155 PARK ST","sj572","sw955"
16703,"161 PARK ST","sj572","sw955"
16704,"165 PARK ST","sj572","sw955"
16705,"169 PARK ST","sj572","sw955"
16706,"173 PARK ST","sj572","sw955"
16707,"177 PARK ST","sj572","sw955"
16708,"1174 CHAPEL ST","sj572","sw955"
16709,"1170 CHAPEL ST","sj572","sw955"
16710,"1166 CHAPEL ST","sj572","sw955"
16711,"1156 CHAPEL ST","sj572","sw955"
16712,"150 YORK ST","sj572","sw955"
16713,"150 YORK ST","sj572","sw955"
16714,"1150 CHAPEL ST","sj572","sw955"
16715,"1144 CHAPEL ST","sj572","sw955"
16716,"1142 CHAPEL ST","sj572","sw955"
16717,"1126 CHAPEL ST","sj572","sw955"
16718,"170 YORK ST","sj572","sw955"
16719,"168 YORK ST","sj572","sw955"
16720,"166 YORK ST","sj572","sw955"
16721,"148 YORK ST","sj572","sw955"
16722,"146 YORK ST","sj572","sw955"
16723,"142 YORK ST","sj572","sw955"
16724,"321 CROWN ST","sj572","sw955"
16725,"333 CROWN ST","sj572","sw955"
16726,"337 CROWN ST","sj572","sw955"
16727,"341 CROWN ST","sj572","sw955"
16728,"353 CROWN ST","sj572","sw955"
16729,"359 CROWN ST","sj572","sw955"
16730,"1217 CHAPEL ST","sj572","sw955"
16731,"65 HOWE ST","sj572","sw955"
16738,"85 HOWE ST","sj572","sw955"
16739,"87 HOWE ST","sj572","sw955"
16740,"89 HOWE ST","sj572","sw955"
16741,"38 EDGEWOOD AV","sj572","sw955"
16747,"16 EDGEWOOD AV","sj572","sw955"
16748,"12 EDGEWOOD AV","sj572","sw955"
16749,"228 PARK ST","sj572","sw955"
16750,"210 PARK ST","sj572","sw955"
16751,"PARK ST","sj572","sw955"
16752,"206 PARK ST","sj572","sw955"
16753,"202 PARK ST","sj572","sw955"
16754,"PARK ST","sj572","sw955"
16755,"196 PARK ST","sj572","sw955"
16756,"1179 CHAPEL ST","sj572","sw955"
16757,"1187 CHAPEL ST","sj572","sw955"
16758,"1191 CHAPEL ST","sj572","sw955"
16759,"1195 CHAPEL ST","sj572","sw955"
16763,"1201 CHAPEL ST","sj572","sw955"
16764,"32 EDGEWOOD AV","sj572","sw955"
16765,"1203 CHAPEL ST","sj572","sw955"
16766,"1171 CHAPEL ST","sj572","sw955"
16767,"201 PARK ST","sj572","sw955"
16768,"205 PARK ST","sj572","sw955"
16769,"205 PARK ST","sj572","sw955"
16770,"213 PARK ST","sj572","sw955"
16771,"217 PARK ST","sj572","sw955"
16772,"225 PARK ST","sj572","sw955"
16773,"YORK ST","sj572","sw955"
16774,"YORK ST","sj572","sw955"
16775,"256 YORK ST","sj572","sw955"
16776,"240 YORK ST","sj572","sw955"
16777,"316 ELM ST","sj572","sw955"
16778,"310 ELM ST","sj572","sw955"
16779,"296 ELM ST","sj572","sw955"
16780,"304 ELM ST","sj572","sw955"
16781,"272 ELM ST","sj572","sw955"
16782,"260 ELM ST","sj572","sw955"
16783,"266 YORK ST","sj572","sw955"
16784,"264 YORK ST","sj572","sw955"
16785,"ELM ST","sj572","sw955"
16786,"260 YORK ST","sj572","sw955"
16787,"232 YORK ST","sj572","sw955"
16788,"224 YORK ST","sj572","sw955"
16789,"214 YORK ST","sj572","sw955"
16790,"220 YORK ST","sj572","sw955"
16791,"212 YORK ST","sj572","sw955"
16792,"204 YORK ST","sj572","sw955"
16793,"215 PARK ST","sj572","sw955"
16794,"YORK ST","sj572","sw955"
16795,"202 YORK ST","sj572","sw955"
16796,"200 YORK ST","sj572","sw955"
16797,"194 YORK ST","sj572","sw955"
16798,"182 YORK ST","sj572","sw955"
16799,"1145 CHAPEL ST","sj572","sw955"
16800,"1151 CHAPEL ST","sj572","sw955"
16801,"1157 CHAPEL ST","sj572","sw955"
16802,"PARK ST","sj572","sw955"
16803,"91 HOWE ST","sj572","sw955"
16804,"95 HOWE ST","sj572","sw955"
16805,"97 HOWE ST","sj572","sw955"
16806,"101 HOWE ST","sj572","sw955"
16807,"103 HOWE ST","sj572","sw955"
16808,"105 HOWE ST","sj572","sw955"
16809,"107 HOWE ST","sj572","sw955"
16810,"109 HOWE ST","sj572","sw955"
16811,"111 HOWE ST","sj572","sw955"
16812,"115 HOWE ST","sj572","sw955"
16813,"372 ELM ST","sj572","sw955"
16814,"366 ELM ST","sj572","sw955"
16815,"362 ELM ST","sj572","sw955"
16816,"356 ELM ST","sj572","sw955"
16817,"40 LYNWOOD PL","sj572","sw955"
16818,"36 LYNWOOD PL","sj572","sw955"
16819,"34 LYNWOOD PL","sj572","sw955"
16820,"28 LYNWOOD PL","sj572","sw955"
16821,"26 LYNWOOD PL","sj572","sw955"
16822,"22 LYNWOOD PL","sj572","sw955"
16823,"18 LYNWOOD PL","sj572","sw955"
16824,"16 LYNWOOD PL","sj572","sw955"
16825,"27 EDGEWOOD AV","sj572","sw955"
16826,"33 EDGEWOOD AV","sj572","sw955"
16827,"37 EDGEWOOD AV","sj572","sw955"
16828,"21 EDGEWOOD AV","sj572","sw955"
16829,"19 LYNWOOD PL","sj572","sw955"
16830,"21 LYNWOOD PL","sj572","sw955"
16831,"23 LYNWOOD PL","sj572","sw955"
16832,"25 LYNWOOD PL","sj572","sw955"
16833,"33 LYNWOOD PL","sj572","sw955"
16834,"35 LYNWOOD PL","sj572","sw955"
16835,"37 LYNWOOD PL","sj572","sw955"
16836,"350 ELM ST","sj572","sw955"
16837,"348 ELM ST","sj572","sw955"
16838,"344 ELM ST","sj572","sw955"
16839,"340 ELM ST","sj572","sw955"
16840,"338 ELM ST","sj572","sw955"
16841,"278 PARK ST","sj572","sw955"
16842,"274 PARK ST","sj572","sw955"
16843,"272 PARK ST","sj572","sw955"
16844,"268 PARK ST","sj572","sw955"
16845,"260 PARK ST","sj572","sw955"
16846,"248 PARK ST","sj572","sw955"
16847,"246 PARK ST","sj572","sw955"
16848,"234 PARK ST","sj572","sw955"
16849,"15 EDGEWOOD AV","sj572","sw955"
16850,"15 EDGEWOOD AV","sj572","sw955"
16851,"17 EDGEWOOD AV","sj572","sw955"
16852,"371 ELM ST","sj572","sw955"
16853,"127 HOWE ST","sj572","sw955"
16854,"129 HOWE ST","sj572","sw955"
16855,"131 HOWE ST","sj572","sw955"
16856,"100 BROADWAY","sj572","sw955"
16857,"90 BROADWAY","sj572","sw955"
16858,"ELM ST","sj572","sw955"
16859,"88 BROADWAY","sj572","sw955"
16860,"ELM ST","sj572","sw955"
16861,"357 ELM ST","sj572","sw955"
16862,"84 BROADWAY","sj572","sw955"
16863,"BROADWAY","sj572","sw955"
16864,"80 BROADWAY","sj572","sw955"
16865,"70 BROADWAY","sj572","sw955"
16866,"343 ELM ST","sj572","sw955"
16867,"345 ELM ST","sj572","sw955"
16868,"349 ELM ST","sj572","sw955"
16869,"361 ELM ST","sj572","sw955"
16870,"367 ELM ST","sj572","sw955"
16871,"78 ASHMUN ST","sj572","sw955"
16872,"74 ASHMUN ST","sj572","sw955"
16873,"68 ASHMUN ST","sj572","sw955"
16874,"64 ASHMUN ST","sj572","sw955"
16875,"60 ASHMUN ST","sj572","sw955"
16876,"50 ASHMUN ST","sj572","sw955"
16877,"90 YORK SQUARE PL","sj572","sw955"
16878,"70 YORK SQUARE PL","sj572","sw955"
16879,"9 DIXWELL AV","sj572","sw955"
16880,"17 DIXWELL AV","sj572","sw955"
16881,"27 DIXWELL AV","sj572","sw955"
16882,"10 LAKE PL","sj572","sw955"
16883,"WEBSTER ST","sj572","sw955"
16884,"45 BRISTOL ST","sj572","sw955"
16885,"65 BRISTOL ST","sj572","sw955"
16886,"67 BRISTOL ST","sj572","sw955"
16887,"69 BRISTOL ST","sj572","sw955"
16888,"71 BRISTOL ST","sj572","sw955"
16889,"73 BRISTOL ST","sj572","sw955"
16890,"77 BRISTOL ST","sj572","sw955"
16891,"79 BRISTOL ST","sj572","sw955"
16892,"85 BRISTOL ST","sj572","sw955"
16893,"89 BRISTOL ST","sj572","sw955"
16894,"91 BRISTOL ST","sj572","sw955"
16895,"97 BRISTOL ST","sj572","sw955"
16896,"101 BRISTOL ST","sj572","sw955"
16897,"105 BRISTOL ST","sj572","sw955"
16898,"109 BRISTOL ST","sj572","sw955"
16899,"111 BRISTOL ST","sj572","sw955"
16900,"117 BRISTOL ST","sj572","sw955"
16901,"123 BRISTOL ST","sj572","sw955"
16902,"127 BRISTOL ST","sj572","sw955"
16903,"131 BRISTOL ST","sj572","sw955"
16904,"135 BRISTOL ST","sj572","sw955"
16905,"81 DIXWELL AV","sj572","sw955"
16906,"95 DIXWELL AV","sj572","sw955"
16907,"101 DIXWELL AV","sj572","sw955"
16908,"103 DIXWELL AV","sj572","sw955"
16909,"119 DIXWELL AV","sj572","sw955"
16910,"46 BRISTOL ST","sj572","sw955"
16911,"120 ASHMUN ST","sj572","sw955"
16912,"100 ASHMUN ST","sj572","sw955"
16913,"96 ASHMUN ST","sj572","sw955"
16914,"1 LAKE PL","sj572","sw955"
16915,"5 LAKE PL","sj572","sw955"
16916,"11 LAKE PL","sj572","sw955"
16917,"13 LAKE PL","sj572","sw955"
16918,"17 LAKE PL","sj572","sw955"
16919,"23 LAKE PL","sj572","sw955"
16920,"29 LAKE PL","sj572","sw955"
16921,"33 LAKE PL","sj572","sw955"
16922,"37 LAKE PL","sj572","sw955"
16923,"39 LAKE PL","sj572","sw955"
16924,"45 LAKE PL","sj572","sw955"
16925,"47 LAKE PL","sj572","sw955"
16926,"51 LAKE PL","sj572","sw955"
16927,"53 LAKE PL","sj572","sw955"
16928,"57 LAKE PL","sj572","sw955"
16929,"61 LAKE PL","sj572","sw955"
16930,"65 LAKE PL","sj572","sw955"
16931,"69 LAKE PL","sj572","sw955"
16932,"73 LAKE PL","sj572","sw955"
16933,"79 LAKE PL","sj572","sw955"
16934,"85 LAKE PL","sj572","sw955"
16935,"91 LAKE PL","sj572","sw955"
16937,"33 DIXWELL AV","sj572","sw955"
16938,"37 DIXWELL AV","sj572","sw955"
16939,"45 DIXWELL AV","sj572","sw955"
16941,"51 DIXWELL AV","sj572","sw955"
16942,"55 DIXWELL AV","sj572","sw955"
16943,"59 DIXWELL AV","sj572","sw955"
16944,"65 DIXWELL AV","sj572","sw955"
16945,"126 BRISTOL ST","sj572","sw955"
16946,"114 BRISTOL ST","sj572","sw955"
16947,"90 BRISTOL ST","sj572","sw955"
16948,"80 BRISTOL ST","sj572","sw955"
16949,"56 BRISTOL ST","sj572","sw955"
16950,"60 BRISTOL ST","sj572","sw955"
16951,"64 BRISTOL ST","sj572","sw955"
16952,"68 BRISTOL ST","sj572","sw955"
16953,"72 BRISTOL ST","sj572","sw955"
16954,"76 BRISTOL ST","sj572","sw955"
16955,"306 ASHMUN ST","sj572","sw955"
16956,"304 ASHMUN ST","sj572","sw955"
16957,"302 ASHMUN ST","sj572","sw955"
16958,"300 ASHMUN ST","sj572","sw955"
16959,"5 ADMIRAL ST","sj572","sw955"
16960,"7 ADMIRAL ST","sj572","sw955"
16961,"13 ADMIRAL ST","sj572","sw955"
16962,"17 ADMIRAL ST","sj572","sw955"
16963,"21 ADMIRAL ST","sj572","sw955"
16964,"25 ADMIRAL ST","sj572","sw955"
16965,"29 ADMIRAL ST","sj572","sw955"
16966,"33 ADMIRAL ST","sj572","sw955"
16967,"37 ADMIRAL ST","sj572","sw955"
16968,"41 ADMIRAL ST","sj572","sw955"
16969,"47 ADMIRAL ST","sj572","sw955"
16970,"49 ADMIRAL ST","sj572","sw955"
16971,"53 ADMIRAL ST","sj572","sw955"
16972,"55 ADMIRAL ST","sj572","sw955"
16973,"59 ADMIRAL ST","sj572","sw955"
16974,"61 ADMIRAL ST","sj572","sw955"
16975,"63 ADMIRAL ST","sj572","sw955"
16976,"71 ADMIRAL ST","sj572","sw955"
16977,"75 ADMIRAL ST","sj572","sw955"
16978,"81 ADMIRAL ST","sj572","sw955"
16979,"85 ADMIRAL ST","sj572","sw955"
16980,"253 DIXWELL AV","sj572","sw955"
16981,"257 DIXWELL AV","sj572","sw955"
16982,"259 DIXWELL AV","sj572","sw955"
16983,"263 DIXWELL AV","sj572","sw955"
16984,"265 DIXWELL AV","sj572","sw955"
16985,"269 DIXWELL AV","sj572","sw955"
16986,"275 DIXWELL AV","sj572","sw955"
16987,"86 HENRY ST","sj572","sw955"
16988,"84 HENRY ST","sj572","sw955"
16989,"80 HENRY ST","sj572","sw955"
16990,"76 HENRY ST","sj572","sw955"
16991,"68 HENRY ST","sj572","sw955"
16992,"66 HENRY ST","sj572","sw955"
16993,"64 HENRY ST","sj572","sw955"
16994,"58 HENRY ST","sj572","sw955"
16995,"56 HENRY ST","sj572","sw955"
16996,"52 HENRY ST","sj572","sw955"
16997,"48 HENRY ST","sj572","sw955"
16998,"44 HENRY ST","sj572","sw955"
16999,"40 HENRY ST","sj572","sw955"
17000,"36 HENRY ST","sj572","sw955"
17001,"HENRY ST","sj572","sw955"
17002,"32 HENRY ST","sj572","sw955"
17003,"30 HENRY ST","sj572","sw955"
17004,"28 HENRY ST","sj572","sw955"
17006,"230 ASHMUN ST","sj572","sw955"
17007,"69 WEBSTER ST","sj572","sw955"
17009,"187 DIXWELL AV","sj572","sw955"
17010,"64 GREGORY ST","sj572","sw955"
17011,"16 ADMIRAL ST","sj572","sw955"
17012,"195 DIXWELL AV","sj572","sw955"
17013,"217 DIXWELL AV","sj572","sw955"
17014,"197 DIXWELL AV","sj572","sw955"
17015,"229 DIXWELL AV","sj572","sw955"
17017,"235 DIXWELL AV","sj572","sw955"
17018,"241 DIXWELL AV","sj572","sw955"
17019,"82 ADMIRAL ST","sj572","sw955"
